0,1,2
23272224.7,Beta catenin transactivation and expression of genes implicated in epithelial-mesenchymal transition ( EMT ) also increased in response to drug-induced SASP .,['enabling replicative immortality']
23272224.10,"Together , these findings provide insights on the potential role of BCDC in mediating the effects of drug-induced SASP on cancer cell invasion and resistance to therapy , and suggest that targeting this pathway may represent an effective approach to enhance the activity of current and prospective anti-cancer therapeutics .",['activating invasion and metastasis']
21042532.6,"Differentiation of pleomorphic sarcoma from a sarcomatoid renal cell carcinoma is , thus , challenging from cytopathology smears and the differential diagnoses should always be borne in mind while giving a cytopathological opinion .",['resisting cell death']
22489696.6,Using PI3K or IKK inhibitor reduced the level of phospho-Akt or phospho-IκBα as well as ECM1 .,['activating invasion and metastasis']
20943596.4,"In cord blood , we found significantly ( P < 0.01 ) higher levels of estradiol ( 44.2% ) , testosterone ( 54.5% ) , IGF-2 ( 22.7% ) and strikingly SHBG ( 104.6% ) in Shanghai women , whereas the opposite was true for IGF-1 ( -36.8% ) .",['sustaining proliferative signaling']
20943596.5,"CONCLUSIONS Taking into account the current understanding of the plausible biological role of the examined endocrine factors , those likely to be involved in the intrauterine origin of breast cancer are SHBG and IGF-2 , with higher cord blood levels among Chinese , and IGF-1 , with higher cord blood levels among Caucasian women .",['sustaining proliferative signaling']
20119958.4,"In contrast to the neutral comet assay , the alkaline comet assay is not related to the chromatin loops .",['genomic instability and mutation']
20119958.5,"Our results imply that the alkaline treatment induces detachment of the loops from the nuclear matrix , and the comet tail is formed by ssDNA fragments , the ends of which are pulled out from the comet head by electric force .",['genomic instability and mutation']
20922140.4,"According to the quartile category , the plasma IGF-1 level was significantly higher ( p=0.0015 ) in the CIN group than in the controls .",['sustaining proliferative signaling']
20922140.5,The IGFBP-3 level showed no association between the controls and CIN groups ( p=0.842 ) .,['sustaining proliferative signaling']
20922140.6,"Although the mean IGF-1/IGFBP-3 molar ratio had borderline significance ( p=0.08 ) among the study population , the quartile comparison showed a significantly higher IGF-1/IGFBP-3 molar ratio in the CIN group compared to the control group ( p=0.041 ) .",['sustaining proliferative signaling']
12097282.8,"As a strategy for blocking PDGFR signaling , CT52923 , a potent selective small molecule piperazinyl quinazoline kinase inhibitor of the PDGFR , was identified .",['sustaining proliferative signaling']
12097282.10,"More importantly , p.o. administration of CT52923 to nude mice caused a significant 61% reduction ( P < 0.006 ) in tumor growth of NIH/3T3 cells transformed by PDGF , whereas tumor formation by cells expressing v-fms was unaffected .",['sustaining proliferative signaling']
12097282.13,"The functional significance of PDGF autocrine signaling in these cells was demonstrated by the fact that the CT52923 inhibited soft agar colony formation , and , when given p.o. to nude mice , it effectively reduced tumor formation by 44% ( P < 0.0019 ) after s.c. injection of C6 glioblastoma cells .",['sustaining proliferative signaling']
22681312.6,"P2Y2 was found to be expressed on Treg cells , and we found a partial reduction of GvHD prevention when P2Y2(-/-) rather than P2Y2(+/+) Treg cells were given .",['tumor promoting inflammation']
22681312.7,"Exogenous local inflammation reduced Treg-cell accumulation in the tumour , suggesting a potential clinical approach to prevent Treg-cell-mediated tumour escape .",['tumor promoting inflammation']
22776956.6,"Because of the coexpression of β(2)-AR and cannabinoid receptors ( CBRs ) and their impact on HepG2 cell proliferation , these Gα(i)/Gα(o)-linked receptors may be implicated in MNF signaling .",['sustaining proliferative signaling']
22776956.7,"Cell treatment with ( R)-(+)-[2,3-dihydro-5-methyl-3-(4-morpholinylmethyl)pyrrolo[1,2,3-de]-1,4-benzoxazin-6-yl]-1-napthalenylmethanone ( WIN 55,212-2 ) , a synthetic agonist of CB(1)R and CB(2)R , led to growth inhibition , whereas inverse agonists of these receptors blocked MNF mitogenic responses without affecting Fen signaling .",['sustaining proliferative signaling']
23229340.10,"Moreover , miR-18a overexpression led to the upregulation of ATM expression and suppression of mTORC1 activity .",['resisting cell death']
23027128.8,Expression of FAK and Palm-PTK6-YF in Fak-/- MEFs synergistically activates AKT and protects cells against anoikis .,['evading growth suppressors']
20681796.8,"Taken together , these results demonstrate that experimentally immortalized human colon epithelial cells with a non-random chromosome 7 trisomy are valuable premalignant cellular reagents that can be used to study radiation-induced colorectal carcinogenesis .",['tumor promoting inflammation']
11850815.3,Direct binding of DeltaNp63 proteins to a p53 consensus motif was greater in proliferating cells than senescent cells .,['enabling replicative immortality']
11850815.4,In contrast p63alpha isoforms bound to DNA in a p53 dependent manner and this was higher in senescent cells than proliferating cells .,['enabling replicative immortality']
11850815.5,An interaction of p63alpha proteins with SV40 large tumour antigen was also detected and ectopic expression of DeltaNp63alpha can extend the lifespan of rat embryo fibroblasts .,['enabling replicative immortality']
1639009.3,"Antirat PRL , but not control antibody , markedly inhibited but did not eliminate cell proliferation , and this effect was diminished with increasing PRL concentration in the medium .",['sustaining proliferative signaling']
1639009.4,PRL receptors were demonstrated on 40-50% of the cells by indirect immunofluorescence using a specific antirat PRL receptor monoclonal antibody .,['sustaining proliferative signaling']
1639009.5,Cell surface PRL was colocalized to the same 40-50% of the cells and copatched or cocapped along with the receptors .,['sustaining proliferative signaling']
1639009.6,"Absence or presence of PRL receptors did not correlate with stage of the cell cycle , as judged by ethidium bromide dual labeling .",['sustaining proliferative signaling']
1639009.9,Thus we have established that PRL is an autocrine growth factor for at least 40-50% of the GH3 cell population .,['sustaining proliferative signaling']
1639009.10,"This , to our knowledge , is the first example of autocrine growth factor activity of a major hormone normotopically expressed .",['sustaining proliferative signaling']
22948721.4,"Patients with tumors bearing a KRAS p.G12D mutation showed a strong trend to a more favorable outcome compared to other mutations ( overall survival 23.3 vs. 14-18 months ; hazard ratio 0.66 , range 0.43-1.03 ) .",['genomic instability and mutation']
22948721.5,An interaction model illustrated that KRAS p.G12C was associated with unfavorable outcome when treated with oxaliplatin plus cetuximab .,['genomic instability and mutation']
12508543.5,The expression of E-cadherin was correlated inversely with the metastasis of breast carcinoma .,['activating invasion and metastasis']
12508543.7,The patients who had high expression of E-cadherin had a longer survival time .,['activating invasion and metastasis']
22840369.7,Eighteen treatments ( 17 patients ) were administered according to their molecular profile with evidence of activity in nine .,['genomic instability and mutation']
19836430.5,TNFalpha mediated increase in Akt phosphorylation was dependent on oxidative stress as Akt phosphorylation was abrogated in the presence of ROS inhibitor and elevated in cells transfected with SOD-1 siRNA .,['tumor promoting inflammation']
19836430.6,TNFalpha altered actin cytoskeletal organization and increased Cdc42 levels .,['tumor promoting inflammation']
19836430.9,"Importantly , Akt inhibition not only reversed TNFalpha mediated changes in actin cytoskeletal organization but also abrogated anchorage independent growth .",['tumor promoting inflammation']
20223881.5,Immunohistochemical staining for the Hh pathway components PTCH and GLI1 and the proliferation marker Ki67 demonstrated that patients diagnosed before the age of 10 had higher staining indices than those diagnosed after the age of 10 .,['resisting cell death']
20223881.6,"A significant correlation between Ki67 and PTCH and GLI1 staining indices was measured , and 86% of Ki67-positive cells also expressed PTCH .",['sustaining proliferative signaling']
22123926.3,"Wild-type p53 expression decreased levels of pyruvate dehydrogenase kinase-2 ( Pdk2 ) and the product of its activity , the inactive form of the pyruvate dehydrogenase complex ( P-Pdc ) , both of which are key regulators of pyruvate metabolism .",['cellular energetics']
1458472.6,"When injected s.c. into nude mice , R-type cells produce much larger tumors within the same period of time than E-type cells , and the tumors are less differentiated than those produced by the E-type cells .",['evading growth suppressors']
12495475.4,"While 17-beta-estradiol ( E2 ) did not significantly alter MRT cell line proliferation , the hydroxylated tamoxifen metabolite 4-OHT significantly inhibited the growth of all 6 MRT cell lines .",['sustaining proliferative signaling']
12495475.5,"However , the steroidal antiestrogen ICI 182 780 did not alter the proliferation of any of the MRT cell lines. 4-OHT induced apoptosis in both ER-alpha-negative and ER-alpha-positive MRT cell lines , as assessed by nuclear morphology and DNA fragmentation .",['sustaining proliferative signaling']
12415261.4,"CTL-mediated killing of endothelial cells indicated breaking of peripheral immune tolerance against this self antigen , resulting in markedly reduced dissemination of spontaneous and experimental pulmonary metastases .",['activating invasion and metastasis']
12368953.7,Median time to reach 100 CD4(+) cells was 8 months vs 4 months ( P = 0.03 ) .,['avoiding immune destruction']
12611083.3,Transduction of human endothelial cells with PEX virus suppressed endothelial invasion and formation of capillary-like structures without affecting chemotaxis in vitro .,['inducing angiogenesis']
12611083.4,Lentiviral delivery of PEX blocked basic fibroblast growth factor-induced matrix metalloproteinase 2 activation and angiogenesis on chicken chorioallantoic membranes .,['inducing angiogenesis']
12611083.5,PEX expression also inhibited tumor-induced angiogenesis and tumor growth in a nude mouse model .,['inducing angiogenesis']
12611083.6,"Thus , our study shows that lentiviral vectors can deliver sufficient quantities of antiangiogenic substances to achieve therapeutic effects in vivo .",['inducing angiogenesis']
23104055.3,The Tdp2 DNA-binding surface is highly tailored for engagement of 5'-adducted single-stranded DNA ends and restricts nonspecific endonucleolytic or exonucleolytic processing .,['genomic instability and mutation']
22668016.6,"In high grade control carcinoma cells , the expression of Ki67 increased by 37% ( non-significantly ) in comparison with control low grade carcinomas .",['resisting cell death']
1612500.11,Radical vulvectomy did not seem to improve survival over less radical procedures .,['activating invasion and metastasis']
12441195.4,"For purines , the results depend on the CE ( 2,3- or 3,4-catechols ) used , the function and configuration on carbon 17 ( ketone for estrone , alcohol for alpha and beta isomers of estradiol ) , and on the purine itself ( deoxyadenosine or deoxyguanosine ) .",['genomic instability and mutation']
12441195.6,"MS(2) and MS(3) experiments prove to be relevant for further structural determinations , enabling in some cases the elucidation of the regiochemistry of adduction on the A and B rings of the steroid moiety .",['genomic instability and mutation']
23386005.4,CONCLUSION The tests detecting mutations in exon 8 and 17 on the KIT gene were successfully standardized .,['genomic instability and mutation']
23386005.5,The test is now included among the routine diagnostics employed for patients at Hospital Israelita Albert Einstein clinical laboratory .,['genomic instability and mutation']
21220911.9,UC-MSCs increased phosphorylation of p38 MAPK in HL60 and K562 cells .,['evading growth suppressors']
12444953.2,"Further , we found that wavelengths in the UVA region of the solar spectrum ( 320-400 nm ) , devoid of UVB , were equally effective in activating immune suppression as UVA + UVB radiation .",['avoiding immune destruction']
12444953.3,Here we report on the mechanisms involved .,['avoiding immune destruction']
12444953.5,Antigen-specific suppressor T cells were found in the spleens of mice exposed to UVA + UVB radiation .,['avoiding immune destruction']
23772373.7,"Furthermore , EGFP markedly enhanced X-ray-induced cytotoxicity in the xrs-6 cells .",['genomic instability and mutation']
23772373.9,"Caution should be taken in considering of the potential influence by the stress response mechanism , namely , the Ku80-dependent elimination mechanism of EGFP-induced cytotoxicity , being activated , even when using EGFP-expressing cells in which Ku80 functions normally .",['genomic instability and mutation']
21058190.5,"However , quercetin did not inhibit the microtubule targeting of taxol or nocodazole .",['sustaining proliferative signaling']
23172666.3,"Inhibition of autophagy using 3-methyladenine increased BITC-induced apoptosis , whereas the administration of caspase inhibitor suppressed BITC-induced cell death .",['resisting cell death']
23172666.8,"Activation of the AKT survival pathway was only observed in PC3 cells , representing a resistance mechanism of advanced prostate cancer upon BITC treatment .",['resisting cell death']
20303211.11,"In contrast , tumor grade and tumor size were independently related to the presence of cystic EOC .",['resisting cell death']
22685175.6,"JAK inhibition abrogated phosphorylation of JAK/STAT and , surprisingly , of PI3K/mTOR pathway members , suggesting an interconnection between these signaling networks and providing a rationale for testing JAK inhibitors in clinical trials .",['sustaining proliferative signaling']
22685175.7,"The PI3K/mTOR pathway inhibitors rapamycin , PI103 , and PP242 also inhibited activated signal transduction and translational machinery proteins of the PI3K/mTOR pathway , suggesting that signal transduction inhibitors targeting this pathway also may have therapeutic relevance for patients with CRLF2-rearranged ALL and merit further preclinical testing .",['sustaining proliferative signaling']
23291974.5,STM-57 inhibited the phosphorylation of Akt and the mammalian target of rapamycin ( mTOR ) in CNE-2 cells .,['resisting cell death']
12161501.4,"Western blot analysis of cell cycle-regulatory proteins demonstrated that treatment with Cetrorelix ( 10(-5) M ) for 24 h did not change the steady-state levels of cyclin D1 , cyclin E , and cyclin-dependent kinase ( Cdk)4 but decreased the levels of cyclin A and Cdk2 .",['sustaining proliferative signaling']
12161501.5,"The protein levels of p21 ( a Cdk inhibitor ) and p53 ( a suppressor of tumor cell growth and a positive regulator for p21 expression ) were increased by Cetrorelix , but the levels of p27 ( a Cdk inhibitor ) did not change significantly .",['sustaining proliferative signaling']
12161501.6,Flow cytometric analysis and terminal deoxynucleotidyltransferase-mediated deoxyuridine 5-triphosphate nick end labeling staining demonstrated that Cetrorelix ( 10(-5) M ) induced apoptosis in HTOA cells .,['evading growth suppressors']
12161501.7,"In conclusion , Cetrorelix directly inhibits the proliferation of human epithelial ovarian cancer cells through mechanisms mediated by LH-RH receptor and involving multiple events in cell cycle progression , including G1 phase cell cycle arrest coupled with down-regulation of cyclin A-Cdk2 complex levels , presumably attributable to an up-regulation of p53 and p21 protein levels and apoptosis .",['resisting cell death']
23277201.6,"The inhibitory effect of Compound C on PDGFRβ and Akt was also observed in AMPKα(1)/α(2)-knockout mouse embryonic fibroblasts , indicating that its inhibitory effect is independent of the AMPK activity .",['sustaining proliferative signaling']
11914273.3,"BCL6 is frequently activated in non-Hodgkin's lymphoma , but its mechanism of action has remained unclear .",['enabling replicative immortality']
11914273.5,"BCL6 overrides the senescence response downstream of p53 through a process that requires induction of cyclin D1 expression , as cyclin D1 knockout fibroblasts are specifically resistant to BCL6 immortalization .",['enabling replicative immortality']
11914273.7,Our results suggest that BCL6 contributes to oncogenesis by rendering cells unresponsive to antiproliferative signals from the p19(ARF)-p53 pathway .,['sustaining proliferative signaling']
22357207.5,"Furthermore , the effects of leptin on proliferation and apoptosis of HCT-116 colon carcinoma cells were determined .",['activating invasion and metastasis']
20463594.7,SCC in immunocompetent patients and OTRs was associated with a mixed Th1 and Th2 gene expression signature .,['tumor promoting inflammation']
20463594.8,CD4(+) mRNA was diminished in immunosuppression .,['avoiding immune destruction']
20463594.9,Skin adjacent to SCC in OTRs showed Th2 expression pattern as compared with immunocompetent patients .,['avoiding immune destruction']
20463594.10,T-BET and IFN-gamma mRNA expression were decreased in the OTR group .,['avoiding immune destruction']
23220211.12,Our results suggest the possibility of developing strategies of targeting tumor cells based on the cues in the interstitial fluid .,['activating invasion and metastasis']
12202630.6,"In our experiments , >90% of cells grown for 96 h in presence of the drug were arrested in G(1) and synchronously re-entered S phase approximately 8-12 h after release .",['sustaining proliferative signaling']
12202630.7,"Furthermore , expression levels of p27 were down-regulated during G(1) progression and cyclin D3 and E expression patterns were similar to those observed after serum starvation .",['sustaining proliferative signaling']
12202630.8,No detectable cytotoxicity or genetic damage were induced in G(1) released cells as revealed by the tests employed .,['evading growth suppressors']
12202630.10,DMSO synchronization represents a model system in which to analyse protein activities regulating G(1) progression and investigate the response of G(1) cells to mutagen treatments .,['sustaining proliferative signaling']
23069871.6,"CD8(+) Tcell proliferation was independently predictive of reduced survival in multivariate analysis ( HR 2.58 , 95% CI 1.01-6.61 ; p<0.05 ) .",['avoiding immune destruction']
23069871.7,These findings suggest that peripheral CD8(+) T cell proliferation can be a useful prognostic marker in patients with thoracic malignancies planned for palliative chemotherapy .,['avoiding immune destruction']
11888853.7,"These direct effects of GnRHa on the number of viable cultured leiomyoma cells , PCNA-positive rate , apoptosis-positive rate and Fas/Fas ligand expression in the cultured leiomyoma cells were only attained after the 4-day treatment .",['resisting cell death']
22356938.2,"Intestinal FB produced IL-6 upon direct stimulation by intestinal MC in co-culture or by MC mediators such as TNF-α , IL-1β , tryptase or histamine .",['resisting cell death']
22356938.6,Our data indicate an intimate cross talk between mucosal MC and FB resulting in MC survival and induction of a fibrolytic rather than a profibrotic state in FB .,['resisting cell death']
21658718.12,"Minimal tumor growth suppression was noted at 6 wk ( 6.01 � 1.2 g in control versus 4.61 � 0.9 g treated , P = 0.36 ) .",['sustaining proliferative signaling']
21658718.15,"At 6 wk , the vascular maturity index was similar in both groups ( 3.63 � 1.12 versus 4.09 � 1.71 , P = 0.83 ) .",['inducing angiogenesis']
23286398.5,The typical nucleus morphological changes of apoptosis were observed and the apoptotic index was increased(p<0.01) .,['sustaining proliferative signaling']
23286398.6,The expression of hTERT decreased in nucleus but increased in mitochondria(p<0.05) .,['resisting cell death']
23276719.6,The invasion assay with DL-CGH revealed that inhibitation of Necl-5 expression in the BAC cells was associated with suppressed invasiveness .,['activating invasion and metastasis']
23276719.7,"In addition , Necl-5 knockdown inhibited the movement and proliferation of the BAC cells .",['activating invasion and metastasis']
23276719.8,"Necl-5 expression in lung cancer cells is crucial for their invasiveness in the cancer-stromal interaction , suggesting that Necl-5 could be a favorable molecular target for the suppression of invasiveness in lung adenocarcinoma .",['sustaining proliferative signaling']
12183433.7,"Bmi-1 was not overexpressed in hTERT-immortalized MECs , suggesting that Bmi-1 functions upstream of hTERT .",['enabling replicative immortality']
12183433.8,"Although , c-Myc has been reported to induce telomerase in MECs , Bmi-1 appeared to act independently of c-Myc binding sequences in the hTERT promoter .",['enabling replicative immortality']
12183433.10,These data suggest that Bmi-1 regulates telomerase expression in MECs and plays a role in the development of human breast cancer .,['enabling replicative immortality']
21061467.5,"These events apparently lead to the induction of apoptosis , which was demonstrated qualitatively by a DNA fragmentation assay and propidium iodide staining .",['evading growth suppressors']
21061467.6,Quantitative assessment of the effective arrest of the cell cycle and of apoptosis was confirmed by flow cytometry .,['resisting cell death']
23275006.7,OSU-CG5 treatment was not associated with evidence of systemic toxicity .,['sustaining proliferative signaling']
12489114.3,"The mutational spectra were also significantly different between Msh2(+/+) and Msh2(-/-) mice , with a significant increase in the frequency of -1 frameshifts and G:C-->A:T base substitutions in the repair-deficient mice .",['genomic instability and mutation']
12489114.4,"However , in spite of the site-specific predisposition of HNPCC in humans , we found no significant difference in the MF or mutation spectrum between the three parts of the colon in Msh2(+/+) , Msh2(+/-) , or Msh2(-/-) mice .",['genomic instability and mutation']
12489114.5,"In addition , 11 independent mutants harboring complex mutations within the lacI gene were recovered in the Msh2(-/-) mice .",['genomic instability and mutation']
12489114.6,"Interestingly , while the Msh2(+/-) mice displayed an overall MF similar to that observed in the wild-type mice , sequencing revealed a significantly different mutational spectrum between Msh2(+/+) and Msh2(+/-) mice , mainly characterized by an increase in -1 frameshifts .",['genomic instability and mutation']
12489114.7,"Due to the prevalence of frameshift mutations in HNPCC patients , this haploinsufficiency effect of the Msh2 gene in safeguarding genomic integrity may have important implications for human carrier status .",['genomic instability and mutation']
23136839.5,This frame shift mutation led to a premature stop codon and a subsequently truncated Rag1 protein confirmed by the loss of the full-length protein in Western Blot analysis .,['genomic instability and mutation']
23136839.11,"Furthermore , it may be used as a model for reconstitution experiments related to the immune system , particularly with respect to different populations of human lymphocytes , natural killer cells and autoimmune phenomena .",['genomic instability and mutation']
12220644.2,"In contrast , intracellular calcium , ERK1/2 , protein kinase A , and PI3 kinase were not involved .",['sustaining proliferative signaling']
12220644.3,This novel signaling mechanism might be of importance for regulation of CREB-dependent gene expression in human cancer expressing functional hGRP-R .,['sustaining proliferative signaling']
23023561.8,"Vav3 potently enhanced the transcriptional activity of AR3 and another clinically relevant AR splice variant , ARv567es .",['sustaining proliferative signaling']
23023561.9,"Vav3 knockdown resulted in lowered nuclear AR3 levels , whereas total AR3 levels remained similar .",['sustaining proliferative signaling']
20487216.10,CONCLUSIONS These results indicated that rBPTI exerted a protective effect on CCl(4)-induced liver injury in mice .,['tumor promoting inflammation']
21166888.4,"These cells have a poorly developed rough endoplasmic reticulum ( r-ER ) , few mitochondria and glycogen granules , and produce a small amount of albumin and α-fetoprotein , that is enhanced when grown on a collagen gel sponge .",['evading growth suppressors']
20448329.6,Loss of expression was frequent in both EOGC and conventional gastric cancers .,['genomic instability and mutation']
20448329.7,No CDC4/FBXW7 mutations were found and loss of CDC4/FBXW7 did not correlate with ploidy status .,['genomic instability and mutation']
20448329.8,There was a significant correlation between loss of CDC4/FBXW7 expression and upregulation of c-myc .,['genomic instability and mutation']
20448329.9,"CONCLUSION Loss of CDC4/FBXW7 appears to play a role in both EOGC and conventional gastric carcinogenesis , and c-myc overexpression is likely to be an important oncogenic consequence of CDC4/FBXW7 loss .",['genomic instability and mutation']
12438278.4,"Consequently , CDK2-cyclin A activity was also elevated , concomitant with the RB protein hyperphosphorylation .",['evading growth suppressors']
12438278.6,U87MG.DeltaEGFR cells failed to arrest in G(1) in response to serum starvation in vitro and while maintaining high levels of PI3-K activity and hyperphosphorylated RB .,['sustaining proliferative signaling']
12438278.10,This pathway may represent another therapeutic target for treatment of those aggressive glioblastomas expressing DeltaEGFR .,['sustaining proliferative signaling']
21125741.12,CONCLUSIONS Increased lipid peroxidation level in peripheral blood of patients with gastrointestinal tract tumors is evidence of intensive oxidative stress and might indicate impairment of antioxidant defense mechanisms in organism .,['tumor promoting inflammation']
20205716.9,Increased phosphatase and tensin homolog ( PTEN ) and decreased DJ-1 expression lead to a down-regulation of the active pAkt .,['sustaining proliferative signaling']
20205716.10,"Lovastatin's involvement in the AKT-signaling pathway was confirmed by an upregulation of its downstream target , tumor progressor NDRG1 .",['sustaining proliferative signaling']
20205716.11,"Metabolic consequences to lovastatin exposure included suppression of glycolytic and Krebs cycle activity , and lipid biosynthesis .",['sustaining proliferative signaling']
23241438.5,"Further research demonstrated that down-regulation of heparanase significantly inhibited the angiogenic potential of A549 cells , which might be the mechanism responsible for the inhibition of A549 cell proliferation in BALB/c nude mice in vivo .",['activating invasion and metastasis']
