text,label,requested_label
"Tammy Haulcy drilled a 3-pointer at the buzzer, lifting UMass-Lowell to a 68-65 victory over Pace last night at Costello Gym in the River Hawks' Northeast-10 Conference opener. UMass-Lowell (2-0) sank eight 3-pointers in all, including four by Mariette Guillaume, who was one of three River Hawks in double figures. Sacha Simms led the way with 15 points, and Enjoli Nzinga added 13 points and six rebounds. The win was UMass-Lowell's third straight, and the River Hawks are off to their best start in program history. #RiverHawks #NCAABasketball",Sports,Sports
"The world #39;s first private spaceship has blasted into the final frontier for the second time in five days, snatching the nearly 14-million dollar prize and founding a new era of space tourism.",Sci/Tech,
"Syrian forces have retaken the strategic town of Khan Sheikhoun from rebels, in a major blow to the opposition. The town is located in the southern province of Idlib, and its capture is a significant step forward for the government in its efforts to regain control of the country. The opposition has been fighting against the government since 2011, when protests against President Bashar al-Assad's rule began. The conflict has escalated into a full-blown civil war, with the government and its allies fighting against a variety of rebel groups. The situation in Syria remains complex and volatile, with no clear end in sight to the conflict.",World,World
"LANDOVER, Md. - The Washington Redskins are on a roll this season, with three straight wins under their belt. The team is looking strong, with quarterback Dwayne Haskins leading the charge. Can they keep up the momentum? #Redskins #NFL",Sports,Sports
"Syrian President Bashar al-Assad has announced that his country will join the Paris Climate Agreement, becoming the first major Arab state to do so. This move is seen as a significant step towards reducing the country's carbon footprint and mitigating the effects of climate change. #Syria #ClimateChange #ParisAgreement",World,World
"NASA's Mars 2020 rover has discovered evidence of ancient rivers on the Red Planet, providing new insights into the planet's geological history. The rover, which landed in February, has been exploring Jezero crater, a 28-mile-wide impact crater that was once home to a lake. The rover has found rocks and minerals that suggest the presence of water on Mars over 3.5 billion years ago, and the possibility of life existing on the planet at that time. #Mars #NASA #SciTech",Sci/Tech,Sci/Tech
"The United Nations has announced that it will launch a global initiative to address the growing threat of climate change. The initiative, which will involve countries from around the world, aims to reduce greenhouse gas emissions and mitigate the impact of climate change on vulnerable communities. The UN Secretary-General has called on all nations to support the initiative and work together to protect the planet for future generations.",World,World
"LeBron James scores 50 points in NBA Finals game, leading Los Angeles Lakers to victory",Sports,Sports
LeBron James scored 30 points to lead the Los Angeles Lakers to a 115-108 victory over the Golden State Warriors on Sunday night. The win moved the Lakers into a tie for second place in the Western Conference with the Warriors.,Sports,Sports
"The global COVID-19 pandemic continues to wreak havoc on economies and societies worldwide. The World Health Organization (WHO) has reported a record number of cases and deaths in the past 24 hours, with the virus spreading to every region of the world. Governments and health organizations are racing to develop and distribute vaccines, but the process is slow and challenging. In the meantime, people are taking to social media to share their experiences and offer support to one another.",World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clasico,Sports,Sports
"Nintendo, Sony ready rival portable gaming devices. Which one will gamers go for?",Sci/Tech,
"Liverpool FC won their 6th European Cup title last night, defeating Tottenham Hotspur 2-1 in a thrilling final. Mohamed Salah scored both goals for the Reds, including the winning penalty in extra time. The victory cements Liverpool's place as one of the greatest clubs in European football history.",Sports,Sports
Coach Bill Cowher finally confirmed yesterday the Pittsburgh Steelers'' worst-kept secret: Duce Staley is in at running back and Jerome Bettis is out again.,Sports,
IBM plans to start shipping its PCs with a new chip designed to thwart hackers by safeguarding passwords and other sensitive identity information.,Sci/Tech,
"NASA's newest spacecraft, the InSight, has landed on Mars with a touchdown accuracy of 1.5 miles. The probe is designed to study the red planet's interior and will provide valuable insights into its geological history. #MarsLanding #SpaceExploration",Sci/Tech,Sci/Tech
"So a few weeks ago, the two astronauts who live there tossed out some useless junk, like so many old hubcaps for the trash heap. Only this stuff floated away in space.",Sci/Tech,
LeBron James scores 50 points in Cleveland Cavaliers' thrilling victory over Golden State Warriors,Sports,Sports
"U.S. stocks rise on optimism over earnings, economy",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clasico,Sports,Sports
Researchers at MIT have developed a new AI algorithm that can analyze medical images with unprecedented accuracy. The algorithm could revolutionize the field of healthcare by improving the speed and accuracy of medical diagnoses. #SciTech #AI #MedicalImaging,Sci/Tech,Sci/Tech
Syrian President Bashar al-Assad has announced that his country will be withdrawing from the international community and cutting off all diplomatic ties. This move comes after years of political and economic sanctions imposed by the United Nations and other countries. The decision has been met with widespread criticism and concern from around the world.,World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-0 in El Clásico,Sports,Sports
"Syrian President Bashar al-Assad has announced that his country will withdraw from the United Nations, citing the organization's failure to address the ongoing conflict in the region. The move has sparked concern among international leaders and diplomats, who fear it could lead to further instability in the region. (Source: BBC News)",World,World
Some 800 Palestinian detainees in Israel #39;s Ashkelon prison have suspended their 13-day-old hunger strike until Monday after some of their demands were met.,World,
"Researchers at MIT have developed a new AI algorithm that can generate realistic images of objects and scenes, even when the objects are not present in the training data. The algorithm uses a technique called Generative Adversarial Networks (GANs) to generate the images, which could have significant implications for fields such as computer graphics, video games, and virtual reality. #SciTech #AI",Sci/Tech,Sci/Tech
"Massive protests erupt in Hong Kong as China imposes new security laws, sparking fears of political repression and human rights abuses.",World,World
Lionel Messi scores hat-trick as Barcelona beats Manchester United in Champions League final,Sports,Sports
Manchester United defeats Chelsea in thrilling match,Sports,Sports
"Tensions between the US and China have escalated after the US House of Representatives passed a bill that aims to ban the use of Huawei and ZTE technology in the country. The bill, which was passed with bipartisan support, comes amid concerns that the Chinese tech companies could pose a national security risk. China has condemned the move, calling it a 'gross interference' in its internal affairs. The US has long been wary of the growing influence of China in the global tech industry, and this latest move is seen as a major escalation of the trade war between the two nations.",World,World
"Samsung Electronics Co. Ltd. has announced the launch of its new flagship smartphone, the Galaxy S22 Ultra, which features a 6.8-inch Dynamic AMOLED display, a 108-megapixel primary camera, and a 5000mAh battery. The device is available for pre-order starting today and will be available in stores starting March 12.",Business,Business
"NASA's new spacecraft, the Artemis I, has successfully entered lunar orbit, marking a major milestone in the space agency's plans to return humans to the moon by 2024. The spacecraft, which launched in May, has been traveling over 250,000 miles since its launch and has now entered into a stable orbit around the moon. The spacecraft will now begin to prepare for the landing of the first woman and the next man on the lunar surface, a key step in NASA's Artemis program to establish a sustainable human presence on the moon.",Sci/Tech,Sci/Tech
U.S. tanks and snipers took up positions near the revered Imam Ali Shrine and engaged in fierce battles with militants.,World,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"The study, which was conducted by Yahoo and media agency OMD, examined the way in which 13 US households reacted to being denied access to the internet for two weeks.",Sci/Tech,
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'Solarium,' is made of a combination of organic and inorganic compounds and has the potential to revolutionize the way we generate electricity. #SciTech #RenewableEnergy",Sci/Tech,Sci/Tech
"Apple's latest earnings report shows a 14% increase in revenue, beating analyst expectations. The company's stock price surged on the news, reaching an all-time high. Experts attribute the success to the continued popularity of the iPhone and the growth of Apple's services segment. #Apple #Business #Earnings",Business,Business
Samsung unveils new smartphone with cutting-edge technology,Business,Business
"NASA's Parker Solar Probe has successfully entered the sun's corona, becoming the first spacecraft to ever do so. The probe, launched in 2018, has been studying the sun's outer atmosphere and has made several groundbreaking discoveries, including the detection of a mysterious wave of heat that is thought to be caused by the sun's magnetic field. #ParkerSolarProbe #SunCorona #SolarWave",Sci/Tech,Sci/Tech
"Vijay Singh remained on course for a fifth victory in six events with a second-round 68 to lead the 84 Lumber Classic tournament in Pennsylvania. The 31-year-old golfer from India birdied three holes in a row on the back nine to take the lead and never looked back. With a total score of 13 under par, Singh is poised to win his second consecutive tournament and solidify his position as one of the top golfers in the world.",Business,Business
"COOLUM, Australia - Australian Peter Lonard won the Australian PGA Championship by two strokes for his third tournament title in as many weeks on Sunday, cementing his position as one of the world's top golfers. Lonard, who has been in excellent form this season, carded a final-round 68 to finish at 16-under 272, two shots clear of nearest rival Marc Leishman. The victory was Lonard's third in as many weeks, following wins at the Qatar Masters and the Dubai Desert Classic. With this latest success, Lonard has solidified his position as one of the top golfers in the world and is well-placed to challenge for more titles in the coming months.",Sports,Sports
"Migrant crisis in Europe reaches new heights as thousands of refugees arrive on Greek islands, overwhelming local infrastructure and resources. Governments scramble to find solutions as situation grows more dire by the day.",World,World
"LeBron James scores 50 points in the NBA Finals, leading the Los Angeles Lakers to a 105-90 victory over the Miami Heat.",Sports,Sports
"Samsung Electronics announced three breakthroughs in key technologies that promise greater data storage and faster processing for computers and mobile devices such as MP3 audio players. The advancements include a new type of flash memory that can store up to 1 terabyte of data, a faster graphics processing unit (GPU) for smoother gaming and video playback, and a more efficient processor for longer battery life. The company plans to integrate these technologies into its next-generation devices, including smartphones and laptops. #Samsung #gadgets #tech",Sports,Sports
"Sony plans to launch a new line of high-end TVs next year, featuring OLED panels and 8K resolution. The move is expected to disrupt the industry and give Sony a competitive edge in the market. #Sony #TVs #Technology",Business,Business
"The Giants are not exactly fearing their game in Philadelphia on this first Sunday of the N.F.L. season. In many ways, they relish it.",Sports,Sports
"Austin, Texas - The Texas Longhorns football team has announced that they will be hiring a new head coach, Jim Tressel, after the recent departure of coach Tom Herman. Tressel, who previously coached at Ohio State, is expected to bring a high-energy offensive system to the Longhorns. The move is expected to excite fans and improve the team's chances in the upcoming season.",Sports,Sports
"Amazon's new grocery store concept, Amazon Fresh, is set to revolutionize the way people shop for groceries. With a focus on convenience and personalized shopping experiences, Amazon Fresh is poised to take on traditional grocery stores and change the game for good. With its vast selection of fresh produce, meats, and other groceries, Amazon Fresh is sure to be a game-changer in the world of retail.",Business,Business
"Sony announces plans to expand its electric vehicle battery production capacity, aiming to meet growing demand from automakers. #Sony #ElectricVehicles #BatteryProduction",Business,Business
"NASA's Mars 2020 rover has discovered evidence of past water on the Red Planet. The rover found signs of hydrated minerals in rocks and soil at multiple locations, suggesting that water once flowed on Mars. The discovery could help scientists better understand the planet's geology and potential for life.",Sci/Tech,Sci/Tech
Migrant crisis in Europe worsens as hundreds of refugees drown in shipwreck off Greek coast. Rescue efforts underway. #refugeecrisis #Greece #Europe,World,World
"LeBron James scores 40 points in the Lakers' 118-109 win over the Celtics, leading his team to a 3-1 series lead in the NBA playoffs.",Sports,Sports
"NASA's InSight lander has successfully touched down on Mars and begun its mission to study the Red Planet's interior. The lander, which launched in May, used a heat shield to protect itself from the friction of entry into Mars' atmosphere and then deployed a parachute to slow its descent. Once on the surface, InSight will use a seismometer to detect marsquakes and a radio science experiment to measure the planet's internal structure. The mission is expected to last for at least a year and will help scientists better understand the structure and evolution of Mars.",Sci/Tech,Sci/Tech
"Syrian Civil War continues to rage on, with over 500,000 displaced and countless lives lost. UN calls for immediate ceasefire, but negotiations stall. #Syria #CivilWar #HumanitarianCrisis",World,World
"Yankee manager Joe Torre has some tough decisions upcoming, starting with whether to use Jason Giambi against Toronto left-hander Ted Lilly tonight. Giambi has struggled at the plate this season, but Torre is confident in his ability to turn things around.",Business,Business
"NASA's Mars 2020 rover has discovered evidence of a past habitable environment on Mars, according to a new study published in the journal Nature. The rover found signs of water on the Martian surface, which could have supported life billions of years ago. The discovery could help scientists better understand the potential for life on Mars and other planets in the solar system. #MarsLife #SciTech",Sci/Tech,Sci/Tech
"U.S. tanks and snipers took up positions near the revered Imam Ali Shrine and engaged in fierce battles with militants. The fighting raged on for hours, with both sides suffering heavy losses. The shrine, a sacred site for Shia Muslims, was not damaged in the fighting.",Business,Business
"The global COVID-19 pandemic continues to spread, with new cases reported in several countries. The World Health Organization (WHO) has declared the outbreak a pandemic and is working with governments and health organizations around the world to coordinate responses. The virus has spread to every region of the world, with the hardest hit areas being Asia, Europe, and North America. The death toll continues to rise, with over 10,000 deaths reported globally. Governments are implementing measures to slow the spread of the virus, including travel restrictions, social distancing, and vaccination efforts. The pandemic has had a significant impact on the global economy, with many businesses and industries suffering significant losses. The international community is working together to find a solution to the pandemic and to support those affected by it.",World,World
"Syrian refugees in Turkey face increasing discrimination and violence, according to a new report. The report, published by a local NGO, found that the number of attacks on Syrian refugees in Turkey has doubled in the past year. The United Nations has called for urgent action to protect the rights of these vulnerable individuals. #SyrianRefugees #Turkey #HumanRights",World,World
"NASA's latest spacecraft, the Perseverance, has successfully landed on Mars and begun its mission to explore the red planet. The craft is equipped with state-of-the-art technology, including a suite of scientific instruments to study the Martian environment and search for signs of life. #MarsLanding #SpaceExploration #SciTech",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico thriller,Sports,Sports
"The United Nations has announced that it will be providing aid to the Syrian refugees in Turkey, Lebanon, Jordan, and Iraq. The organization has called for an immediate ceasefire in the conflict-torn country to allow for the delivery of humanitarian assistance. The move comes as the number of displaced people in Syria approaches 12 million, with over 5 million seeking refuge in neighboring countries.",World,World
"Lewis Hamilton wins dramatic British Grand Prix, extends lead in Formula One standings",Sports,Sports
NASA's latest Mars mission has discovered evidence of a possible underground water source on the red planet. The discovery could provide crucial support for future human missions and potential colonization. #MarsWater #NASA,Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-0 in El Clásico,Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"Sony has embarked on a potential collision course with music groups, including its own Sony BMG joint venture, over MP3 digital song files.",Sci/Tech,
"LeBron James scores 50 points in NBA All-Star Game, sets new record",Sports,Sports
"German Chancellor Angela Merkel has announced that she will step down as leader of the Christian Democratic Union (CDU) party after 18 years in office. Merkel, who has been a dominant figure in European politics for over a decade, made the announcement at a party conference in Hamburg. She will remain in office until the end of her current term in 2021, but will not seek re-election as CDU leader. The move comes as Merkel faces growing criticism from within her own party and from opposition leaders over her handling of several domestic and international issues, including the ongoing COVID-19 pandemic and the future of the European Union.",World,World
Jewish leaders expressed growing frustration this week with continuing anti-Semitic violence in Europe following the torching of a Jewish community center in Paris early Sunday.,World,
Amazon's Jeff Bezos tops Forbes' list of world's richest people for fourth straight year. Net worth: $200B. #Amazon #Bezos #Forbes,Business,Business
"SAN FRANCISCO - Intel Corporation recently disclosed key technical details of its upcoming wireless broadband chip for WiMAX products, which will enable long-distance, high-speed wireless Internet access for homes and businesses.",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"NASA's Curiosity rover has discovered evidence of a habitable environment on Mars, according to a new study published in the journal Science. The rover found signs of past water on the planet, which could have supported life. The discovery could have implications for the search for extraterrestrial life and the possibility of human colonization of Mars. #Mars #SciTech",Sci/Tech,Sci/Tech
"Migrant crisis in Europe reaches new heights as thousands of refugees arrive on Greek islands, overwhelming local infrastructure and causing tensions to rise between locals and aid workers. #RefugeeCrisis #Greece #Migration",World,World
"Microsoft has acquired LinkedIn for $26 billion, expanding its reach in the professional networking space. The deal is expected to close this year and will give Microsoft access to LinkedIn's 450 million members and vast trove of data on professional connections.",Business,Business
DAVE WANNSTEDT resigned today as head coach of the Miami Dolphins after the team sank to an NFL-worst 1-8 record. Defensive co-ordinator Jim Bates will take over as interim coach for the remainder of the season.,Sports,Sports
LeBron James scores 40 points in Lakers' season-opening win,Sports,Sports
"AFP - French pharmaceutical group Sanofi-Synthelabo formally announced the birth of Sanofi-Aventis, the world''s third-largest pharmaceutical company, ranking number one in Europe.",World,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"NASA's InSight lander has successfully touched down on Mars and begun collecting data on the Red Planet's internal structure. The lander, which launched in May, used a heat shield to protect itself from the intense heat generated during its descent. InSight, which stands for Interior Exploration using Seismic and Heat Shield, is designed to study Mars' internal structure and provide insights into the planet's formation and evolution. #NASA #Mars #InSight",Sci/Tech,Sci/Tech
"Researchers have discovered a new species of ancient human in the Philippines, which may have lived as recently as 50,000 years ago. The findings were published in the journal Nature and shed light on the complex evolutionary history of humanity. #SciTech #Archaeology",Sci/Tech,Sci/Tech
"Sony and Nintendo are set to release rival portable gaming devices, the PlayStation Vita and Nintendo 3DS, respectively. The two companies are vying for dominance in the handheld gaming market, with each device boasting unique features and capabilities. The PlayStation Vita offers a more traditional gaming experience with a touchscreen interface and a range of exclusive titles, while the Nintendo 3DS offers a more immersive 3D gaming experience with innovative augmented reality features. The competition is expected to heat up in the coming months as both devices hit the market.",Business,Business
Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The breakthrough could help combat climate change by reducing the amount of greenhouse gases in the atmosphere. #climatechange #science,Sci/Tech,Sci/Tech
"Maoists rebels have lifted a blockade that cut Nepal #39;s capital Kathmandu off from the rest of the country for a week. In a statement released Tuesday, however, the rebels warned the ",World,
Walmart to Acquire Jet.com for $3.3 Billion,Business,Business
"SAN FRANCISCO (Reuters) - Google has announced plans to acquire rival tech company Apple for $25 billion in cash and stock, in a deal that could reshape the technology landscape. The acquisition would give Google access to Apple's vast cash reserves and its prized iPhone franchise, while Apple would gain Google's cutting-edge technology and expertise in mobile advertising. The deal is expected to close by the end of the year, pending regulatory approval.",Business,Business
"The United Nations has condemned the ongoing violence in the Gaza Strip, calling for an immediate ceasefire. At least 25 Palestinians have been killed and hundreds injured in the past 24 hours, as Israeli forces continue to crack down on protests along the border with Israel. The UN has also expressed concern over the use of live ammunition by Israeli forces, which it says is a violation of international law.",World,World
"In a bold move, Amazon has announced plans to acquire the popular grocery chain, Whole Foods Market. The deal, worth over $13 billion, is expected to close in the second half of 2017. Analysts say the acquisition will give Amazon a significant boost in the brick-and-mortar retail space, and will likely lead to increased competition for traditional grocery stores. #Amazon #WholeFoods #Retail",Business,Business
"Migrant crisis in Europe worsens as thousands of refugees arrive on Greek islands, overwhelming local infrastructure. Governments scramble to find solutions as situation grows more dire by the day.",World,World
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen. The material, called 'CO2-Tech,' is made from a combination of silicon and graphene and has the potential to revolutionize the way we tackle climate change. According to the study's lead author, 'This material could be a game-changer in the fight against climate change. By converting CO2 into oxygen, we could help to reduce the amount of greenhouse gases in the atmosphere and slow down global warming.'",Sci/Tech,Sci/Tech
"SAN FRANCISCO - Twitter has announced plans to expand its advertising offerings, including the ability for businesses to target tweets to specific audiences based on their interests and behaviors. The new feature, called 'Tailored Audiences,' is expected to roll out to all businesses in the coming months. #TwitterAdvertising #MarketingInnovation",Business,Business
Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy into electricity. This breakthrough could revolutionize the way we generate power and reduce our reliance on fossil fuels. #SciTech #RenewableEnergy,Sci/Tech,Sci/Tech
Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at a rate 10 times faster than existing technologies. The breakthrough could help reduce carbon emissions and combat climate change. #climatechange #science,Sci/Tech,Sci/Tech
"LANDOVER, Md. - The Washington Redskins' bye week couldn't have come at a better time. After a dismal start to the season, the team is looking to regroup and refocus in hopes of making a playoff push. With a tough schedule ahead, the Redskins will need to find a way to turn things around if they want to make the postseason. Can they do it? Only time will tell.",Sports,Sports
"Vienna, Austria (Sports Network) - English midfielder Steven Gerrard will likely miss Saturday #39;s World Cup qualifier against Austria with a groin injury.",Sports,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico thriller,Sports,Sports
"SunTrust Banks (NYSE: STI) will close about 60 branches after the completion of its acquisition of Memphis, Tenn.-based National Commerce Financial Corp.",Business,Business
LeBron James scores 40 points to lead the Lakers to a thrilling 115-112 victory over the Nuggets. James also had 10 rebounds and 7 assists in the game.,Sports,Sports
"NASA's InSight lander has successfully touched down on Mars and begun its mission to study the Red Planet's interior. The lander, which launched in May, used a heat shield to protect itself from the intense heat of entry into Mars' atmosphere and then deployed its parachute and landing legs to touch down safely. InSight, which stands for Interior Exploration using Seismic Investigations, Geodesy and Heat Transport, will spend the next several months studying Mars' interior and gathering data on its composition and structure. The mission is expected to provide valuable insights into the formation and evolution of Mars and the solar system as a whole.",Sci/Tech,Sci/Tech
"NASA's Juno spacecraft has captured stunning images of Jupiter's swirling storms, revealing new details about the gas giant's complex weather patterns. The images were taken during Juno's close flyby of Jupiter last week and have been hailed as some of the most detailed views of the planet ever taken. Scientists are eager to study the images to better understand Jupiter's atmosphere and the forces that drive its storms. #JunoJupiter #SpaceExploration #Science",Sci/Tech,Sci/Tech
"Tiger Woods has won his 82nd PGA Tour title at the Tour Championship, solidifying his lead as the all-time leader in PGA Tour wins. The victory also marks Woods' 5th FedEx Cup title, cementing his status as the greatest golfer of all time.",Sports,Sports
FULHAM #39;S United old boy Andy Cole fears his former team are poised to leave their critics red-faced. The Reds haven #39;t lost in the Premiership since defeat at Portsmouth six matches ago when they were being written off in the title race.,Sports,
