text,label
AP - Takeo Spikes made good on his vow the Buffalo Bills would finally provide some good news for their fans this weekend.,Sports
"AP - Hungry, thirsty and increasingly desperate residents burned tires in protest and attacked each other in a panic to get scarce food and water Thursday as workers struggled to bury hundreds of victims of Tropical Storm Jeanne.",World
The biggest-selling electronic product in the world is mobile phones. Analysts estimate that consumers from Canada to China will snap up more than 600 million handsets this year -- five times the number of TVs or personal computers expected to sell.,Sci/Tech
Scandal in Professional Sports: A Case Study,World
Reuters - The Sudanese foreign minister rejected on\Friday a U.S. declaration of genocide in the Darfur region of\Sudan and said the United States was using a humanitarian\crisis for political purposes.,World
"Biotechnology has emerged as a transformative field, leading to breakthroughs in medicine and agriculture. However, the rapid pace of biotech innovation can also create challenges in terms of intellectual property and regulatory compliance. This document explores how biotech advancements are being influenced by global trends and their impact on the industry.",Sci/Tech
"Former Fresno State standout Nick Watney recovered from a double-bogey on the seventh hole to shoot 1 under and tie for the third-round lead Saturday in the Nationwide Tour Championship at the Robert Trent Jones Golf Trail in Prattville, Ala.",Sports
"Nintendo, Sony ready rival portable gaming devices. Which one will gamers go for?",Sci/Tech
Intel Corp. is expected to release a faster version of its powerful but expensive Pentium 4 Extreme Edition processor on Monday alongside the introduction of a chipset that uses a faster front-side bus to connect the processor and the memory.,Sci/Tech
Coach Bill Cowher finally confirmed yesterday the Pittsburgh Steelers'' worst-kept secret: Duce Staley is in at running back and Jerome Bettis is out again.,Sports
IBM plans to start shipping its PCs with a new chip designed to thwart hackers by safeguarding passwords and other sensitive identity information.,Sci/Tech
"The U.S. government is considering new taxes to combat climate change, with renewable energy becoming a focus. This is a significant phenomenon in the Sci/Tech domain.",Sci/Tech
"So a few weeks ago, the two astronauts who live there tossed out some useless junk, like so many old hubcaps for the trash heap. Only this stuff floated away in space.",Sci/Tech
"FONTANA, CA.California native Casey Mears was glad to be home. So glad in fact, he put his No. 41 Dodge on the Busch Series pole position for Saturday #39;s Target House 300 run on the two-mile California Speedway.",Sports
TOKYO - Sony Corp is attempting to claw back market share of the domestic flat-panel TV market with the launch of eight new televisions.,Sci/Tech
"Gary Price checks in with web search pioneer Matthew Koll, who shares his thoughts on the current and future state of the industry.",Sci/Tech
The U.S. government is facing a new regulatory challenge as environmental regulations are stricter. This article explores the potential impacts of these changes on the global economy.,Business
An obscure amendment attached to an appropriations bill could throw a wrench into presidential candidate John Kerry''s plans to fund embryonic stem cell research. By Kristen Philipkoski.,Sci/Tech
"CLEMSON, S.C. -- Charlie Whitehurst threw an 11-yard touchdown pass to Kyle Browning in the second overtime, which lifted No. 15 Clemson to a 37-30 victory over Wake Forest yesterday.",Sports
"FOXBORO, Mass.  Bill Belichick took a few minutes Monday to convey his congratulations to his offensive coordinator on becoming Notre Dame #39;s head coach.",Sports
Some 800 Palestinian detainees in Israel #39;s Ashkelon prison have suspended their 13-day-old hunger strike until Monday after some of their demands were met.,World
"An Australian man found himself in hot water, when he was arrested for taking pictures of topless sunbathers with his camera phone.",Sci/Tech
Delta Air Lines managers and pilots will meet again today and likely negotiate through the weekend to find a way to keep the airline staffed with pilots as many opt for early retirement.,Business
World conflicts can disrupt global stability. The conflict in Ukraine has caused significant disruption to international trade and economic growth.,World
"A major sports event, including a World Cup final match, is live and being closely monitored by analysts.",Sports
"The sports world is filled with exciting events, records, and highlights that capture the essence of a particular season. However, there are also hidden issues, such as conflicts within teams or the treatment of players, that can undermine the perception of sports as a fair and equal discipline.",Sports
"A scandal involving an Olympic athlete exposes the unfairness of the sport's grading system, affecting athletes' competitive performance.",Sports
"Toshiba will market laptops with HD-DVD drives by the end of next year, becoming one of the first manufacturers to commit to a next-generation DVD format.",Sci/Tech
U.S. tanks and snipers took up positions near the revered Imam Ali Shrine and engaged in fierce battles with militants.,World
"AI technology is revolutionizing industries and creating numerous jobs worldwide, impacting the economy heavily.",Sci/Tech
"The study, which was conducted by Yahoo and media agency OMD, examined the way in which 13 US households reacted to being denied access to the internet for two weeks.",Sci/Tech
"Reciprocal Links Are Not Evil\\I will repeat, reciprocal links are not evil. All this discussion in the forums about how people only want one-way links because they heard reciprocal links are bad and can get you kicked out of the search engines is taken way out of proportion. One example ...",Sci/Tech
Sci/Tech,Sci/Tech
The 2011 earthquakes in Japan and California caused widespread damage and displacement. These events highlight the global challenges of natural disasters. This is an important phenomenon in the World category.,World
"Human rights issues remain a global concern, with countries struggling to address the rights of marginalized communities. This is a key phenomenon affecting the World.",World
Sci/Tech,Sci/Tech
"Advancements in artificial intelligence are revolutionizing industries, from healthcare to transportation, leading to unprecedented opportunities and challenges.",Sci/Tech
World leaders gathered in the heart of the conflict in Ukraine to discuss the ongoing crisis and its implications for global stability.,World
A recent political article examines the impact of new climate policies on global trade and economic stability.,World
"The New York Times reported on a top tennis player winning a major tournament, showcasing the power of international sports",Sports
"Barcelona held on from an early Deco goal to edge game local rivals Espanyol 1-0 and carve out a five point tabletop cushion. Earlier, Ronaldo rescued a point for Real Madrid, who continued their middling form with a 1-1 draw at Real Betis.",Sports
An article in the Sci/Tech section discusses the potential of quantum computing in solving complex biotech problems.,Sci/Tech
An article exploring the transformative impact of artificial intelligence on healthcare solutions.,Sci/Tech
PARIS -- Gael Monfils of France reached the quarterfinals in his first ATP tournament three weeks ago. Lleyton Hewitt made sure he did not duplicate the feat at the Paris Masters.,Sports
SPACE.com - The tenth crew of the \International Space Station (ISS) made a short spaceflight early Monday to move a Russian lifeboat \to a new docking port and prepare the station for a pair of upcoming spacewalks.,Sci/Tech
"The Los Angeles County Council has announced plans to build a new sports complex, which will include a state-of-the-art stadium. This article discusses the implications of the project on the local sports industry.",World
AP - Former All-Star forward Jamal Mashburn will miss the entire 2004-05 NBA season because of a knee injury that could end his career.,Sports
A new report on global trade highlights the challenges and opportunities facing the world. This document provides an overview of the current state of trade and its future directions.,World
"We should be using probes to look for life in space instead of radio signals, say scientists.",Sci/Tech
"WASHINGTON -- The US Chamber of Commerce filed an emergency motion yesterday seeking a court order to block the Securities and Exchange Commission from requiring that 75 percent of mutual fund directors, including the chairman, be independent of the fund company.",Business
"Climate change initiatives have sparked widespread protests across the globe. This article explores the causes, impacts, and potential solutions to the issue.",Sci/Tech
"A major tech company reported a 15% increase in revenue last quarter, signaling potential growth in their market share.",Sci/Tech
"A new tech startup has raised its profile with investors, signaling potential growth in the global market. This article discusses the startup's expansion strategy and the regulatory environment affecting its operations.",Business
"AI advancements are revolutionizing healthcare, leading to faster and more accurate diagnostic tools. This shift has implications for both medical practices and the broader economy, as AI services are now a key component of many industries.",Sci/Tech
The 2020 COVID-19 pandemic has caused global trade to collapse. The US-Mexico trade war was a major political issue that shaped international relations. Disasters such as the 2011 Tohoku earthquake and the 2019 Russian nuclear strike have had lasting impacts on the world.,World
"The 2024 World Cup has seen a mix of exciting and controversial moments. Highlighting the Highlights and the controversies surrounding the games, this report provides a comprehensive overview of the event.",Sports
"Google has announced plans to launch a new AI-powered search engine, aiming to improve user experience and efficiency.",Business
A recent space exploration article discusses recent achievements in space technology and their implications for the future of the industry.,Sci/Tech
"Quantum computing is on the cusp of transformative advancements. A new algorithm could solve complex problems much faster than traditional computers, which has implications for AI and cybersecurity.",Sci/Tech
The Internet megasite eBay yelled  #39;hold the cheese #39; when they found a 10-year-old grilled cheese sandwich that its owner says bears the image of the Virgin Mary being auctioned off on its website.,Sci/Tech
What: MIAA Division 3A Super Bowl. Where: Bentley College in Waltham. When: Saturday at 10 a.m. Last meeting: Schools have never met. .,Sports
Business,Business
"Sony has embarked on a potential collision course with music groups, including its own Sony BMG joint venture, over MP3 digital song files.",Sci/Tech
"AP - Minnesota Timberwolves center Michael Olowokandi was suspended by the team for a second game Friday night, one day after police used a stun gun to subdue him when he refused to leave a club.",Sports
"The U.S. election results were closely contested, with a significant shift in voter preferences. This could provide valuable insights into political dynamics and the impact of recent elections.",World
Jewish leaders expressed growing frustration this week with continuing anti-Semitic violence in Europe following the torching of a Jewish community center in Paris early Sunday.,World
"The World Cup 2022 draw was announced, with a highly anticipated match between two of the most exciting teams in history. This could be a thrilling event that highlights sports innovation.",Sports
The global economy is under strain due to rising inflation and a sluggish job market. Companies like Amazon and Microsoft are addressing these issues through innovation and regulatory measures.,Business
"54.5 million Europeans surfed the Web over a broadband connection, a 60 percent increase from 34.1 million 12 months earlier. AMSTERDAM: More than half of Europe #39;s Internet surfers now have a high-speed broadband ",Sci/Tech
A space exploration company has launched a new satellite aimed at studying exoplanets. This could lead to breakthroughs in space technology and global scientific advancements.,Sci/Tech
"Los Angeles Dodgers #39; Shawn Green watches his home run in the sixth inning against the St. Louis Cardinals Saturday, Oct. 9, 2004, in Los Angeles.",Sports
"Regulatory policies have significantly influenced the global economy, shaping industries and creating jobs.",Business
"Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park.",Sports
"MILTON -- If you could build a prototype Mansfield Hornet, he just might look like Brett McDermott.",Sports
"The COVID-19 pandemic has had a profound impact on the global sports industry, with teams and athletes adjusting their strategies to accommodate the challenges posed by the virus. This phenomenon highlights the resilience and adaptability of the sports community.",World
"The ongoing climate crisis has led to significant trade disputes and human rights issues, highlighting the global interconnectedness of issues.",World
"AFP - French pharmaceutical group Sanofi-Synthelabo formally announced the birth of Sanofi-Aventis, the world''s third-largest pharmaceutical company, ranking number one in Europe.",World
"A startup's app has become the most downloaded app globally, showcasing the power of mobile technology.",Business
"A political scandal has emerged in the U.S. government, with significant consequences for the country's political landscape. This article discusses the implications of the scandal for the future of democracy.",World
"The daily volume of Internet attacks dropped off in the first half of this year, and the rate at which new vulnerabilities are being reported appears to have hit a plateau, according to Symantec Corp.",Sci/Tech
"Berkeley, U. of Minn. students get download discounts; aim is to provide legal music alternatives. NEW YORK (CNN/Money) - As an added bonus to returning to campus this fall, more than 80,000 college students ",Business
 RIO DE JANEIRO (Reuters) - Brazil coach Carlos Alberto  Parreira is more worried about playing rank outsiders Venezuela  than the likes of Germany or Argentina.,Sports
"Maoists rebels have lifted a blockade that cut Nepal #39;s capital Kathmandu off from the rest of the country for a week. In a statement released Tuesday, however, the rebels warned the ",World
"Venus Williams of the United States returns the ball to Croatia #39;s Karolina Sprem, during their first round match, at the Swisscom Challenge Tennis Tournament in Kloten, Switzerland, Tuesday, Oct.19, 2004.",Sports
"JERUSALEM : Beleaguered Israeli Prime Minister Ariel Sharon persisted with plans to form a new government including the main opposition Labour party, bolstered by Washington #39;s backing for the expansion of West Bank settlements.",World
"The U.S. government has been criticized for its stance on climate change. While it has pledged to reduce emissions, critics argue that the current approach is insufficient. This document discusses the implications of the U.S. government's climate change policies on global policies and the need for international cooperation.",World
A SECOND-HALF Springbok blitz gave South Africa their first Tri-Nations rugby title in six years with a win over Australia at Kings Park.,Sports
"com. Thome has known Charlie Manuel for his entire professional baseball life, which started shortly after he became a 13th-round draft pick by the Cleveland Indians in 1989.",Sports
South Sound fans reacted with everything from relief to regret over Wednesday #39;s NCAA rulings on the University of Washington athletics program.,Sports
"The development of a new cybersecurity tool could address climate change-related data breaches, showcasing the intersection of tech and science.",Sci/Tech
"Fulfilling a long-time goal, Intel Corp. is set to introduce on Thursday its first chip set that supports all three current forms of Wi-Fi, according to sources familiar with the announcement.",Sci/Tech
" FRANKFURT (Reuters) - Market research firm IDC has raised  its 2004 forecast for global personal computer sales growth to  14.2 percent from 13.5 percent, driven by high commercial  demand, it said on Monday.",Sci/Tech
"The World Cup 2026 is set to be a massive event, bringing together fans worldwide. Highlighting key moments from the tournament, such as the final goal or the most exciting games, provides a glimpse into the future of international sports.",Sports
"Vienna, Austria (Sports Network) - English midfielder Steven Gerrard will likely miss Saturday #39;s World Cup qualifier against Austria with a groin injury.",Sports
palmOne introduced Monday the Tungsten T5 handheld with 256 megabytes of flash memory - the most built into a handheld to date. Expected to be widely available ,Sci/Tech
Trade between countries is a major global topic. The rise of China's Belt and Road Initiative has facilitated economic growth in many regions.,World
A recent study by a major trade organization reveals that human rights issues remain a significant concern for many countries. The study highlights the need for stronger legal frameworks to ensure fair treatment of workers.,World
"AP - Gordon Cooper, who as one of the original Mercury astronauts was a pioneer in human space exploration, has died. He was 77.",Sci/Tech
"Reuters - European shares sagged on Tuesday as\broker downgrades hit mobile phone operator Vodafone  and two\of its peers, but UK clothing retailer Next shone on news of\strong summer sales.",Sci/Tech
"Toronto-Dominion Bank, Canada #39;s second-largest bank by assets, said it #39;s in talks for a possible transaction #39; #39; with Banknorth Group Inc.",Business
FULHAM #39;S United old boy Andy Cole fears his former team are poised to leave their critics red-faced. The Reds haven #39;t lost in the Premiership since defeat at Portsmouth six matches ago when they were being written off in the title race.,Sports
"WASHINGTON - The US job market brightened in August as employers added 144,000 workers to their payrolls and hiring totals for the two prior months were revised up, the Labor Department (search) reported on Friday.",Business
"A major political conflict in Asia is heating up, with rising tensions between China and its neighbors, impacting regional stability and international relations.",World
"While it seemed likely during the preseason that Gutierrez would win the job, coach Lloyd Carr insisted two other quarterbacks - Clayton Richard and Chad Henne - had a shot.",Sports
The retailer trots out a bargain portable PC that packs Wi-Fi. Is it getting ready for a laptop push for the holidays?,Sci/Tech
"A major [Technology Company] has announced a [Technology Phenomenon], which is expected to result in [Technology Phenomenon] to increase [Technology Phenomenon] and [Technology Phenomenon] to decrease [Technology Phenomenon] again.",Sci/Tech
"Ending after midnight due to rain delays, Roger Federer finally put his second round robin match in the books early Thursday morning at the ATP Tennis Masters Cup in Houston, defeating Lleyton Hewitt for the fifth consecutive time 6-3, 6-4.",Sports
"The political landscape is complex, with ongoing conflicts between nations and shifts in international relations. The current leadership is shaping policies that influence global trade and security. The COVID-19 pandemic has highlighted the importance of human rights in global governance, as health measures have led to increased international attention and concerns. Human rights issues have also been a focus of trade agreements, with countries striving to ensure fair treatment of workers and consumers.",World
Space agencies are analyzing the trajectory of the next Mars rover. A breakthrough in space debris reduction technology is expected to save 200 million tons of material.,Sci/Tech
The following is a verbatim copy of a open letter to the Linux community issued by PalmSource. Read on for more information about the new acquisition and FAQs about how PalmSource will use the new resources and the new Palm OS Cobalt version of Linux.,Sci/Tech
"Warren Sapp #39;s presence and legacy linger around the Tampa Bay Buccaneers like something tangible, something that can be felt, heard and feared, say an open-handed slap to the face mask.",Sports
"A startup's success story is highlighted, focusing on its innovative approach and the regulatory hurdles it faced.",Business
"The global economy has been experiencing significant changes due to the COVID-19 pandemic. Companies like Apple and Microsoft have reported record sales, while others have faced challenges in maintaining their revenue streams.",Business
"With few junk e-mail filters supporting a protocol for verifying the source address of digital messages, spammers have adopted it themselves as a way to appear more legitimate, stated a report released on Wednesday.",Sci/Tech
"NEW YORK, August 30 (New Ratings) - Japan #39;s Supreme Court has reportedly approved the merger negotiations between UFJ Holdings Inc (ticker: UFJ) and Mitsubishi Tokyo Financial Group (MTFG).",Business
IBM Corp has announced that it will launch a new low-budget version of its BladeCenter chassis for blade servers in an effort to make the blade machines more appealing to budget conscious customers in the small- and mid-sized market.,Sci/Tech
Performance venues there can now install signal-jamming equipment to deal with rude mobile-phone users.,Sci/Tech
"The rise of biotech has led to breakthroughs in medical treatments, but it has also raised concerns about its ethical implications. The global climate crisis is a pressing issue, with countries around the world working to address it. Human rights issues have been a focus of international debates, with debates surrounding the global climate crisis.",World
"Business: The global economy is undergoing significant transformations. Companies like Microsoft and Amazon are making strides in AI and cloud computing. Startups in the tech sector are emerging, promising innovative solutions. Governments worldwide are implementing regulations to protect data privacy.",Business
"AP - A sick man among the sick, Pope John Paul II struggled through Sunday Mass at a French shrine that draws desperate people seeking miracle cures. The 84-year-old pontiff gasped, trembled and asked aides for help during the 2 1/2 hour service in sizzling heat.",World
"AP - Reliever Arthur Rhodes was traded for the second time in two weeks Saturday, sent from the Pittsburgh Pirates to the Cleveland Indians for outfielder Matt Lawton in the first trade of the winter meetings, a baseball official told The Associated Press.",Sports
A sports highlights article detailing the thrilling victory of a major international football match.,Sports
AP - The NHL and the players'' association appeared headed toward a lockout when talks broke off Thursday after the union''s first new proposal in nearly a year.,Sports
"After nine days of being held by kidnappers in Iraq, New York-based freelance journalist Micah Garen will reunite with his family this week, his father said yesterday.",World
"Sci/Tech: AI is being used for non-traditional applications, such as predicting solar panel efficiency. Space exploration is on track for a successful mission. Cybersecurity measures are being strengthened. Biotech companies are collaborating with companies like Tesla to develop new drugs. Climate change research is advancing rapidly.",Sci/Tech
"A new biotech drug has been developed that could potentially alter the trajectory of climate change. This document explores the implications of the drug's development, its potential applications in space exploration, and the broader implications for biotechnology.",Sci/Tech
"BANGALORE, India Anil Kumble, the Indian spin bowler, took three wickets Wednesday to reach 400 in test matches as the first day of the first test against Australia finished finely balanced.",Sports
"A major sports event is being held, showcasing the best performances of top athletes. This article highlights the excitement and achievements of the event.",Sports
A controversial sports event involving a rival team has sparked a debate about sportsmanship and its impact on competition. This could be a significant topic in the Sports category.,Sports
LOS ANGELES A source says Hollywood movie studios are preparing to sue computer users they say are illegally distributing movies online.,Sci/Tech
"BusinessWeek Online - For 35 years, Advanced Micro Devices Inc.  stood in the shadow of archrival Intel Corp.  AMD churned out lower-priced clones of the tech leader''s chips and occasionally enjoyed a hit that helped boost its meager profits. But bad times easily outweighed the good. Again and again, Intel used its manufacturing muscle and pricing power to stymie AMD''s ambitions, preventing it from gaining a foothold in lucrative markets such as servers and corporate PCs.",Sci/Tech
A climate research paper proposes a new sustainable energy solution that could revolutionize global energy production.,Sci/Tech
"Steve Coll, The Washington Post #39;s managing editor for six years, said today he is stepping down at the end of the year to pursue book projects.",Business
Thats when you can get yours and how much you would pay. That is if you live in Japan. Sony today announced the release date and price for its new portable game system.,Sci/Tech
"With less than a month remaining before the current collective bargaining agreement expires, representatives for the NHL and the Players #39; Association met for nearly 4 1/2 hours yesterday without making any progress on a new CBA. ",Sports
"Global trade policies are facing significant challenges as the world grapples with economic uncertainty. This includes changes in tariffs, trade agreements, and the impact of global events on international trade.",World
"Forbes.com - As the second employee of InfoSpace, Jean-Remy Facq saw the value of his stock inflate and then collapse. Now he''s suing in federal court in Seattle for a  #36;4.5 million refund of 1999 federal income tax. He''s just one of 200 tech workers who have hired Seattle tax lawyer/CPA Brian G. Isaacson in the hope his novel theories will help them slash old (and sometimes unpaid) tax bills from their exercise of stock options for shares that later tanked.",Business
"They spent the summer marveling over their lineup changes and their improvement, the big-name veterans they signed and the strategic concepts they imported from the champion New England Patriots.",Sports
Reuters - The Atlanta Falcons\Monday signed Pro Bowl tight end Alge Crumpler to a six-year\contract extension.,Sports
"The World Cup has once again been a highlight of global sports, with teams showcasing their skills and strategies. Recent highlights have included thrilling matches between rising stars and established teams, showcasing the diversity of athletes and their dedication to their sports. A recent World Cup game has sparked controversy, with some questioning the fairness and transparency of the tournament's scheduling. The event has also highlighted the importance of training and preparation in achieving world records and glory. The World Cup has also brought attention to the challenges of human rights issues, as athletes and coaches face pressure to perform at the highest levels.",Sports
"BAGRAM, Afghanistan - Three years after the Sept. 11 attacks, Osama bin Laden and his deputy are still issuing orders for attacks by al-Qaida, a top American commander told The Associated Press Saturday...",World
Description: News mogul Rupert Murdoch pays a record-setting \$44 million for a three-story Fifth Avenue penthouse in Manhattan formerly inhabited by the late Laurance Rockefeller.,Business
"A startup announced a new investment in AI technology, promising to revolutionize healthcare operations. The company's mission is to make AI a cornerstone of modern medicine.",Business
"The global climate crisis is causing widespread damage, including rising sea levels and changes in weather patterns. This piece discusses the current state of climate change and its effects.",World
"It took a while for everything to fall into place, but it now seems clear: Chad Pennington is the real deal. Listen LIVE to NFL games, plus watch video news and features of your favorite team.",Sports
"Human rights issues remain a global concern, affecting societies worldwide. This document discusses the key phenomena and challenges related to human rights.",World
"Trade policies influence global economics, but they can also create complexities. This document explores the key phenomena affecting global trade and its implications.",World
A startup announces a revolutionary app designed to revolutionize supply chain management.,Business
"Raleigh, NC (Sports Network) - Andrew Brackman scored 16 of his 20 points in the second half to lead 12th-ranked North Carolina State to a hard-fought 78-72 win over Louisiana-Lafayette at the RBC Center.",Sports
"The COVID-19 pandemic has had a significant impact on global markets, with companies adjusting their strategies to mitigate risks. Companies like Tesla and Microsoft have shown resilience, while others have faced challenges in production and customer acquisition. Governments worldwide are also responding to the pandemic with regulatory changes aimed at protecting industries and workers.",Business
"Microsoft last week faced accusations of short-changing its Software Assurance customers following its decision to strip core features from the next major Windows client operating system, codenamed Longhorn.",Sci/Tech
"HP (Quote, Chart) is doing a lot of explaining after it revealed this weekend that it will no longer put Itanium processors in its high-performance workstations.",Sci/Tech
"The Walt Disney Co. has postponed an expansion of its video-on-demand service while it explores partnerships that could result in a deal to include the service in set-top boxes, computers or other devices.",Sci/Tech
"The COVID-19 pandemic has had a significant impact on small businesses across the world. Companies have adapted their operations to minimize losses, and online platforms have played a crucial role in supporting small businesses during this crisis. Additionally, the global supply chain has been disrupted, leading to delays in deliveries and supply shortages.",Business
Business,Business
"Climate change poses a significant challenge to biotech, as research and development must adapt to new regulations and ethical standards.",Sci/Tech
"A major sports event, including a high school game, was held, with a notable athlete being named a champion. This could provide insights into sportsmanship and its impact on athletes.",Sports
"By BETSY BLANEY    LUBBOCK, Texas (AP) -- Some farmers are placing their hope in a hybrid sunflower seed that could help keep arteries clear and hearts pumping in a nation smitten with snacks and processed food.    ''It''s a healthier oil,'' said Willie Wieck, 62, who started growing sunflowers on his 450 acres in the Texas Panhandle in the early 1970s...",Sci/Tech
"Dell gets set to roll out its PowerEdge 1855 blade server line a home-grown design, this month.",Sci/Tech
"The graphics library, an alternative to Microsoft''s DirectX, gets new features designed to add razzle-dazzle to PC games.",Sci/Tech
United States sprinter Jerome Young was banned for life by the US Anti-Doping Agency yesterday following his second positive test for an illegal steroid in a case that could affect a US relay team #39;s gold medal from Sydney.,Sports
NEW YORK (CNN/Money) - Some colleges are fretting the release of Microsoft #39;s upgrade to its XP operating system -- whose release coincides with the opening of campuses around the country -- saying that multiple downloads of the patch could significantly ,Sci/Tech
Business: The stock market is experiencing volatility. Companies are facing increased regulatory scrutiny. Startups in the energy sector are gaining momentum. Governments are implementing new tax policies. The global economy is navigating complex economic cycles.,Business
Business,Business
"American International Group Inc. , the world''s largest insurer, said the Securities and Exchange Commission is considering accusing the company of helping PNC Financial Services Group Inc. improperly remove bad loans from its books.",Business
"BEIJING (AP)  China appealed to North Korea on Tuesday to join working meetings before a new round of six-party talks on dismantling its nuclear program, despite the North #39;s declaration that it saw no point in attending. ",World
SOUTHHAMPTON - West Indies want to redeem a disappointing summer with a place in the Champions Trophy final while Pakistan are equally as eager to continue its resurgence under new coach Bob Woolmer.,Sports
Online-payment service PayPal on Tuesday sought to reassure customers that outages that had plagued the service since Friday finally had been resolved.,Sci/Tech
