text,label,predicted_label
"Credit Suisse First Boston, the securities unit of the Credit Suisse Group of Zurich, replaced Adebayo O. Ogunlesi as head of investment banking with its president, Brian D. Finn, eight weeks after Brady W. Dougan was named chief executive. ",Business,?
"ALAMEDA, Calif. - Jerry Rice is leaving the Bay Area, where he developed into the greatest receiver in NFL history with a relentless work ethic that still defines him today.",Sports,?
"A server crashes, disrupting the pre-election test of electronic voting machines in West Palm Beach. Critics say this underscores the unreliability of e-voting, while election officials say all glitches will be fixed.",Sci/Tech,?
"TOKYO/NEW YORK, SEPTEMBER 17: Japan on Friday ordered Citigroup Inc. to close its Japanese private banking offices after uncovering a series of problems, including failing to prevent suspected money laundering.",Business,?
"KUFA, Iraq - A mortar barrage slammed into a mosque filled Iraqis preparing to march on the embattled city of Najaf, killing 27 people and wounding 63 here Thursday hours before the nation''s top Shiite cleric was expected to arrive in area with a peace initiative.    The attack on the main mosque in Kufa - just a few miles from Najaf - dampened renewed hopes for a rapid resolution to the three-week crisis in Najaf...",World,?
"Lowell, who could have opted out of his contract because the team hasn #39;t secured new stadium financing, agreed Friday to a revised deal in which the team guarantees the remaining \$25.",Sports,?
"For three sloppy quarters, retirement couldn''t come soon enough for BC High football coach Jim Cotter. But the final 11 minutes of the game showed why it will be tough for the 41-year veteran to walk away after this season. The Eagles scored twice in the last quarter, including a 3-yard touchdown run by Mike Duffy with 1:34 ...",Sports,?
The award for fees and costs comes in a case in which Microsoft agreed to allocate \$1.1 billion for California consumers. By Associated Press.,Sci/Tech,?
"Description: Researchers report this week that they have found the remains of a group of small hominids that may be a new species of human -- one that may have existed on an island near Indonesia as late as 14,000 years ago.",Sci/Tech,?
"Global research by MORI, conducted for Nokia, has identified a strong trend for consumers to move from their fixed line phones to use their mobile handsets for all or most of their voice calls.",Sci/Tech,Sci/Tech
"We pledge allegiance to the penguin, and the intellectual property regime for which he stands. One nation, under Linux, with free music and open-source software for all. Welcome to Brazil! By Julian Dibbell from Wired magazine.",Sci/Tech,?
"TORONTO -- If the faithful among Red Sox Nation looked to the sky late last night, they may have been convinced that it was aglow with a late-summer display of Northern Lights. Instead, it was the fireworks grand finale to a dazzling, 11-5 drubbing of the Blue Jays that had the Sox belting out four home runs and 17 hits ...",Sports,?
"Reuters - U.S. health officials on Tuesday\approved the importation of up to 4 million doses of influenza\vaccine made by GlaxoSmithKline  , bringing the\U.S. total to 65 million vaccines for this flu season.",Business,?
Samsung Electronics announced three breakthroughs in key technologies that promise greater data storage and faster processing for computers and mobile devices such as MP3 audio players.,Business,Sci/Tech
"CBC SPORTS ONLINE - The Buffalo Sabres agreed to terms with former first-round draft choice Thomas Vanek on Friday. The Sabres signed the left-winger, the fifth overall selection in the 2003 NHL Entry Draft, to a three-year entry-level contract.",Sports,?
 NEW YORK (Reuters) - Corey Patterson scampered home  following Salomon Torres''s wild pitch in the first extra inning  to give the playoff-hopeful Chicago Cubs a 5-4 win over the  host Pittsburgh Pirates in the National League Tuesday.,Sports,?
"Seoul, South Korea-based Samsung Electronics Co. Ltd. has begun shipping a 512Mbit GDDR2 memory device, one it claims is the most advanced graphics double-data-rate synchronous DRAM available.",Sci/Tech,?
"Microsoft Corp. finally debuted its own Web search technology on Thursday, hoping to challenge Google Inc.''s long dominance of the field with results tailored to a user''s location and answers from its Encarta encyclopedia.",Sci/Tech,?
"Oracle follows Microsoft and decides to roll patches out on a monthly timetable, but does that make customers more secure?",Sci/Tech,?
"Relatives pleaded on Monday for the release of two Americans and a Briton as a deadline loomed for their beheading. In Baghdad, two ",World,Sci/Tech
SanDisk Corporation (NASDAQ:SNDK) yesterday introduced the worlds fastest flash memory cards - the SanDisk Extreme III line of CompactFlash SD and Memory Stick PRO digital film cards.,Sci/Tech,?
NEW YORK (CNN/Money) - Some colleges are fretting the release of Microsoft #39;s upgrade to its XP operating system -- whose release coincides with the opening of campuses around the country -- saying that multiple downloads of the patch could significantly ,Sci/Tech,?
"Adobe Acrobat 7 will be available in December. It will support 3D images and complex electronic forms through an additional product called Adobe Livecycle Designer 7. Mark Wheeler, senior enterprise marketing ",Sci/Tech,?
"Come November, customers will see the Power5-based p5-590 and p5-595 servers hit the market. The 32-way 590 is a direct replacement for the current Power4-based p690.",Sci/Tech,?
"Most people have heard that taking a small dose of aspirin a day is good for the heart. Doctors routinely recommend it for patients who''ve had a heart attack or stroke, and studies show its blood-thinning affects can help prevent a repeat of such potentially deadly cardiovascular events.",Sci/Tech,Sci/Tech
"With a 7-2 triumph over the United States, impact teens Alexander Ovechkin and Evgeni Malkin place Russia in the World Juniors championship game against Canada.",Sports,?
ATHENS (Reuters) - Greece #39;s top two sprinters should finally get to put their case on Wednesday in a drugs investigation that has shamed and angered the Olympic host nation. ,Sports,?
"First products from Alaxala Networks include a high-end gigabit router, a high-end multilevel switch and a mid-range multilevel switch.",Sci/Tech,?
"Saturday #39;s Chevy Rock  amp; Roll 400 at RIR was the season #39;s 26th event, the last chance for drivers to qualify for the 10-race Chase, NASCAR #39;s version of team-sport playoffs.",Sports,?
"AP - BISMARCK, N.D.  #151; Jack Uldrich says his stain-resistant pants are just the beginning for a technology that could someday be used to create cell phones so small they can be sewn into clothes and enhance electrical transmission through power lines.",Sci/Tech,?
"US-LED forces attacked two Iraqi rebel strongholds yesterday, killing nearly two dozen insurgents in a town near the Syrian border and bombing targets in Fallujah for a third day.",World,?
"NEW YORK -- NBA referees have entered into a five-year collective bargaining agreement with the league, removing the possibility of having replacement officials work the upcoming season.",Sports,?
"Some shoddy reports trickling in Thursday night threw a wrench into an otherwise uneventful second-quarter earnings season for retailers. At least one analyst thinks its a harbinger, as consumers get cautious about spending money on anything that isn #39;t ...",Business,?
Game-friendly desktop PC uses fans and a wind tunnel to bring down the temperature and the noise.,Sci/Tech,?
MADRID -- Osasuna fought back from a goal down and a sending-off to claim their first win of the season with a resounding 3-1 victory at Deportivo Coruna in the Primera Liga on Sunday.,Sports,?
"America Online Inc. said yesterday it is once again supporting a Microsoft Corp. plan to combat unwanted bulk e-mail by verifying senders of messages, a move that could rekindle industry adoption of a new system for attacking spam.",Sci/Tech,?
"America Online Inc. (AOL) is developing a new service that will let its members back up files from their PCs on AOL data centers, so that the members will be able to recover files either deleted accidentally or lost due to a hard drive failure, an AOL executive said.",Sci/Tech,?
Premiership adversaries Manchester United and Arsenal will have another chance to do battle at Old Trafford after last night #39;s League Cup quarter-final draw brought the teams together again.,Sports,?
" CHICAGO (Reuters) - - Jeans maker Levi Strauss   Co. on  Tuesday posted a quarterly profit, compared with a year-earlier  loss, helped by sales of higher-priced products in Europe and  Asia and lower costs.",Business,?
Mobile phone operator MMO2 raises its UK revenue growth target for this year as it gets more customers and existing users spend more.,Sci/Tech,?
"An Internet company has agreed to forgive \$17 million in customers'' bills as part of an agreement with the government, the Federal Trade Commission announced Monday.",Sci/Tech,?
"A pennant on the line, an adopted city #39;s heart in his hands, a hostile stadium and swarming opponent. Roger Clemens, and a blistering National League Championship Series, have arrived at Game 7. Barely visible ",Sports,Sci/Tech
 HOUSTON (Reuters) - Carlos Beltran''s record-tying eighth  post-season home run capped the Houston Astros'' 6-5 comeback  win over the St Louis Cardinals to even the National League  Championship Series at two games apiece Sunday.,Sports,?
Thats when you can get yours and how much you would pay. That is if you live in Japan. Sony today announced the release date and price for its new portable game system.,Sci/Tech,?
"Braves right fielder J.D. Drew cut his head when he hit it on the dugout railing following batting practice and was removed from the starting lineup against Colorado. Drew was taken to Piedmont Hospital in Atlanta, where he received two staples to close the wound. He returned to Turner Field and was in uniform by the fourth inning but did ...",Sports,?
"Yahoo #39;s (Quote, Chart) public embrace of the RSS content syndication format took a major leap forward with the release of a revamped My Yahoo portal seeking to introduce the technology to mainstream consumers.",Sci/Tech,?
com. An Auburn touchdown with 52 seconds left in the first half Saturday night brought a smile to celebrity Tiger fan Charles Barkley pacing the sideline.,Sports,?
"Not enough is being done to prevent the spread of HIV among Asian drug users, researchers say.",World,?
The software developer will become a licensee of the Digeo technology in the case.,Sci/Tech,Sci/Tech
"Reuters - Democrat John Kerry on Thursday\challenged Republican President Bush, to weekly debates from\now until the Nov. 2 presidential election.",World,Sci/Tech
NEW YORK - Nervous Republicans are urging President Bush to unveil a robust second-term agenda at his convention next week to shift voters'' focus from the unpopular war in Iraq and other issues that are a distraction to his re-election drive. Some contend the party should ditch the GOP-fueled controversy over rival John Kerry''s combat record in Vietnam...,World,?
"Sun Microsystems on Monday disclosed plans to acquire SevenSpace Inc., an Ashburn, Va.-based provider of IT outsourcing and managed services.",Sci/Tech,?
AP - Filipino and British wildlife researchers say they''ve stumbled upon what appears to be a new species of flightless bird found only on the tiny forested island of Calayan in the northern Philippines.,Sci/Tech,?
Brent Geiberger overcame strong winds and a bad hip to earn a one-stroke lead after the second round at the Chrysler Classic of Greensboro on Friday.,Sports,?
"One, an 80-page tract from the conservative Employment Policy Foundation, paints a Horatio Alger portrait of a nation becoming more competitive globally, thanks in part to small-business growth and a surge in self-employment.",Business,?
"update Infineon Technologies will plead guilty to taking part in an international DRAM price-fixing conspiracy, which affected such companies as Dell, Hewlett-Packard and Apple, the US Department of Justice announced Wednesday.",Sci/Tech,?
"ATHENS, 27 August - China #39;s Huina XING produced a sprint over the final 100m to destroy Ethiopia #39;s hopes of a medal sweep and claim her nation #39;s second Olympic gold medal of the night.",Sports,?
AP - St. John''s imposed two years of penalties on its men''s basketball team Friday after an investigation revealed a former player was given cash by an athletic department employee.,Sports,?
"In July, the Fool #39;s James Early looked at stocks that combine the following: a small market cap, a boring industry, and a savvy Pac-Man-style acquisition strategy of adding a portfolio of brands.",Business,?
"November 02, 2004 - Independent developer Climax announced today the development of Avalon, a multi-vehicle shooter designed for next-generation consoles.",Sci/Tech,?
"AP - Italy''s flagship air carrier Alitalia plans to cut 5,000 jobs as part of restructuring efforts aimed at averting collapse, news reports and an industry source said Monday.",World,?
"SAN JOSE, Calif. Adobe Systems is introducing a new format today for digital photos it hopes will create a standard in the industry.",Business,?
" NEW YORK (Reuters) - Shares FedEx Corp. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=FDX.N target=/stocks/quickinfo/fullquote''&gt;FDX.N&lt;/A&gt; rose before  the bell on Monday, after the express shipping company raised  its earnings forecast for the first quarter and the full year,  citing strong demand for its services.",Business,?
"More than 500,000 notebook power adapters sold by IBM are being recalled to offset the threat of melting plastic and even fire. IBM and the US Consumer Product Safety Commission announced the recall, saying ",Sci/Tech,?
"US Airways #39; unions, defying efforts to win labor concessions to avert a bankruptcy, are unlikely to give up pay and benefits under a threat of cuts imposed by a court, a labor leader and consultants said.",Business,?
"Oracle Corp. has again extended its \$7.7 billion cash offer for PeopleSoft Inc. Shareholders now have until Oct. 8 to tender their shares, Oracle said Thursday.",Sci/Tech,?
IBM plans to start shipping its PCs with a new chip designed to thwart hackers by safeguarding passwords and other sensitive identity information.,Sci/Tech,Sci/Tech
Guillermo Canas followed up his defeat of top seed David Nalbandian by beating unseeded German Tommy Haas 6-4 6-3 on Saturday to reach the final of the Vienna Trophy.,Sports,Sci/Tech
"AP - Keith Bulluck knows his answer to the question of how much is enough. Coming off his first Pro Bowl and All-Pro season, the Tennessee linebacker could have played out the final year of his contract then become a free agent in search of more money. Instead, he signed a six-year,  #36;36 million contract in March and remained a Titan.",Sports,?
AP - Connecticut placed assistant men''s basketball coach Clyde Vaughan on paid administrative leave Thursday after his arrest in a prostitution sting.,Sports,?
"Aug. 18 (Bloomberg) -- The case against eight men charged with conspiracy to commit murder and carry out terrorist attacks was referred to the Old Bailey, London #39;s central criminal court. ",World,?
"Dwight Yorke, the Birmingham City striker at the centre of a police investigation into alleged racism at Blackburn Rovers on Sunday, is upset by the lack of support he ",Sports,?
"Guillermo Canas won his third title of the year yesterday with a 6-1, 6-0 victory over unseeded German Lars Burgsmuller at the ATP Shanghai Open.",Sports,?
Arsenal manager Arsene Wenger has been given a  #39;please explain #39; by the Football Association following his scathing post-match attack on referee Mike Riley after his side #39;s loss to Manchester United.,Sports,?
England #39;s controversial tour to Zimbabwe next month looks certain to go ahead after the official inquiry into racism within their cricket found no evidence when it was presented to the International Cricket Council today.,Sports,?
"BRITISH soldier of fortune and former Scots Guard officer Simon Mann, the alleged leader of a failed African coup dtat, has been specially targeted for systematic torture by guards in Zimbabwes notorious Chikurubi Prison, according to two ",World,Sci/Tech
"Japan confirmed its 13th mad cow disease on Wednesday, said the health ministry, as the nation is in short of beef supply for the ban of imports from the United States.",World,?
 SEOUL (Reuters) - A cloud of confusion surrounded a widely  reported explosion in North Korea last week with South Korea  saying on Friday its latest assessment was that no blast at all  occurred at the suspected site.,World,?
"Reuters - Oracle Corp. on Monday said it has\asked Peoplesoft Inc.''s board of directors to immediately\redeem the company''s poison pill, two days after 61 percent of\PeopleSoft shareholders tendered their stock for Oracle''s\ #36;24-a-share hostile offer.",Sci/Tech,?
Intel Corp. is expected to release a faster version of its powerful but expensive Pentium 4 Extreme Edition processor on Monday alongside the introduction of a chipset that uses a faster front-side bus to connect the processor and the memory.,Sci/Tech,?
The British Grand Prix at Silverstone seems certain to be reprieved after a deal between Formula One teams. Nine of the 10 teams agreed to cut testing by 50 per cent to bear the cost of two extra races at ,Sports,?
WASHINGTON - The Senate Judiciary Committee heard this morning from one of its own about some of the problems with airline ''no fly'' watch lists. Sen...,World,________.
"TOKYO - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram. Now, two Japanese scientists have developed technology they hope will one day turn the humble ",Sci/Tech,?
FT.com - Shares in Virgin Mobile fell back below July''s float price on Tuesday as analysts and investors interpreted a trading update from the company as a surprise revenue warning.,Sci/Tech,?
Companies will demonstrate how their technology will work together.,Sci/Tech,?
"New research indicates that sport fishermen are taking an unexpectedly big toll on saltwater fish populations, in some cases landing more fish than their commercial counterparts.",Sci/Tech,?
"AFP - Republican President George W. Bush and Democratic challenger John Kerry are battling feverishly for the support of soldiers and veterans, but Bush seems to have gained the upper hand as Kerry''s military past comes under attack.",World,?
"Anaheim, CA (Sports Network) - The Washington Nationals have signed free-agent first baseman Wil Cordero to a one-year contract, and also agreed to terms with outfielder Jeffrey Hammonds on a minor league deal with an invitation to spring training.",Sports,?
BAE Systems acquires a US firm which provides computer and IT systems to the US defence department.,World,Sci/Tech
"Feyenoord, Stuttgart and Rangers registered comfortable wins Thursday in the group stage of the UEFA Cup, while French side Lille was upset 1-0 by a German second division club.",Sports,?
An obscure amendment attached to an appropriations bill could throw a wrench into presidential candidate John Kerry''s plans to fund embryonic stem cell research. By Kristen Philipkoski.,Sci/Tech,?
"I love movies, but I #39;d rather eat stale popcorn than wait in line at Blockbuster. So I joined Movielink and Starz Ticket on Real Movies.",Sci/Tech,?
"AP - Nokia OYJ reported a 20 percent drop in third-quarter profits on Thursday, citing disappointing mobile phone sales that will likely put a damper on fourth-quarter results as well.",Sci/Tech,?
Electronic document giant Adobe Systems said that it was partnering with digital certificate company GeoTrust to provide technology that will allow documents that use Adobe #39;s popular PDF (Portable Document Format) to be digitally certified.,Sci/Tech,?
PC World - Send your video throughout your house--wirelessly--with new gateways and media adapters.,Sci/Tech,Sci/Tech
The company is shipping the open-source database for Linux and Windows to revive its usage. By Darrell Dunn. Computer Associates on Monday will take the next step in its open-source strategy with the announcement ,Sci/Tech,?
"By MATT MOORE     STOCKHOLM, Sweden (AP) -- A new Swedish study suggests that people who use a mobile phone for at least 10 years might increase their risk of developing a rare benign tumor along a nerve on the side of the head where they hold the phone.    In an interview with The Associated Press on Thursday, one of the researchers behind the preliminary study, Anders Ahlbom, said the results were surprising and need to be confirmed by more research...",Sci/Tech,?
"This month, the overseer of the Internet''s addressing system will begin deciding what company will run the .net domain. The stakes are high, and so is the responsibility. &lt;FONT face=''verdana,MS Sans Serif,arial,helvetica'' size=''-2''\ color=''#666666''&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech,?
" CHICAGO (Reuters) - Smithfield Foods Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=SFD.N target=/stocks/quickinfo/fullquote''&gt;SFD.N&lt;/A&gt;, one of  the nation''s largest meat producers, on Thursday said quarterly  earnings more than doubled due to higher hog prices and its  acquisition of Farmland Foods last year.",Business,?
But Calhoun likes his players and his university and the fact that the Huskies are the defending national champions a lot more. Calhoun was livid with himself and the collective ,Sports,Sci/Tech
"Virus writers have unleashed a second version of the morbid-looking Symbian Trojan  #39;Skulls #39; and packaged it with one of the first mobile phone viruses, dubbed Cabir.",Sci/Tech,Virus writers have unleashed a second version of
Wall Street stocks rose Thursday as National Semiconductor Corp. #39;s strong earnings results soothed investors #39; worries over higher jobless rate and rising oil prices.,Business,?
day shot down a proposal to create a  quot;multiracial quot; box on freshman application forms -- a plan suggested by Regent Ward Connerly that quickly became a flashpoint in lingering debates over affirmative action.,Sci/Tech,?
"Vodafone spent billions on acquiring 3G licenses throughout Europe and in Japan four years ago, but as it repeatedly delayed the launch date of high-speed services, investors started to wonder ",Sci/Tech,?
Reuters - Thai scientists began an investigation\Monday into what some conservationists believe could be the\world''s biggest case of ape smuggling -- nearly 100 orangutan\found in a Bangkok amusement park.,Sci/Tech,?
AP - Residents burned tires and trash in the streets Thursday trying to drive off swarms of locusts descending on the region in what a U.N. agency called the worst sub-Saharan invasion in more than a decade.,Sci/Tech,?
"BRUSSELS - The European Union cannot start entry negotiations with Turkey unless Ankara adopts a reform of its penal code, a European Commission spokesman said on Monday.",World,?
It was never going to be a question of  quot;if quot; where Brendon McCullum was concerned. He has always been too classy to have to wait a long time before bringing up his maiden Test century.,Sports,?
"AP - Fifth-seeded Meghann Shaughnessy of the United States was upset 7-5, 7-6 (5) by Youlia Fedossova, a French teen ranked 448th, in the first round of the Japan Open on Tuesday.",Sports,?
roundup Plus: Cisco CEO''s salary shoots up from \$1...SanDisk ups capacity on flash memory cards...Google tests Froogle in U.K.,Sci/Tech,?
"In an attempt to increase its share of the business market, the mobile phone maker Nokia on Tuesday announced a sleeker version of its Communicator smart phone and expanded the number of mobile phones equipped with the BlackBerry e-mail application, a ",Sci/Tech,Sci/Tech
"Near-record oil prices will slow US economic growth but won #39;t be enough to derail a self-sustaining expansion, US Federal Reserve officials said on Monday.",Business,?
"Ziff Davis - Opinion: GNOME is nice, KDE is fine and the forthcoming Looking Glass may be wonderful, but the best Unix desktop is the one in the Macintosh.",Sci/Tech,?
"Apple on Wednesday announced Logic Pro 7 and Logic Express 7, the newest major releases of the company #39;s pro music creation and audio production software.",Sci/Tech,Sci/Tech
"At the end of yesterdays match against Real Madrid, a sad Luigi Delneri reflected on what has been a terrible Champions League campaign for the Giallorossi.",Sports,?
"NEW YORK, November 26 (newratings.com) - Alltel Corporation (AT.NYS) has reached a definitive agreement to acquire certain assets from Cingular Wireless for \$170 million in cash, while the two companies have agreed to swap partnership interests in ",Business,?
You usually don #39;t hear executives at Oracle talk about taking outside advice. But the hard-charging company has solicited some feedback on a new round of products from an unlikely source--Emerson ,Sci/Tech,?
PC World - Software giant''s deal with Sun has raised some questions.,Sci/Tech,?
"AP - The use of robots around the home to mow lawns, vacuum floors and manage other chores is set to surge sevenfold by 2007 as more consumers snap up smart machines, the United Nations said.",Sci/Tech,?
Michael Owen has reassured Sven-Goran Eriksson that he will be fit to face Wales in Saturday #39;s World Cup qualifier - if selected.,Sports,?
"AFP - Cancer-conquering coach Rudy Tomjanovich has made an emotional and triumphant homecoming here, guiding the Los Angeles Lakers to an 84-79 victory over Houston, a team he served for 34 years.",Sports,?
"washingtonpost.com - As Hurricane Ivan tears into the heart of the Southeast today after slamming into Alabama''s Gulf Coast early this morning, the Internet is playing a key role in keeping the public informed about  the powerful storm.",Sci/Tech,?
"According to those who were there, an almost palpable tension hung in the air at that Twickenham press conference on Friday, as Sir Clive Woodward delivered his withering denunciation of English rugby by way of a parting speech from his job as national ",Sports,?
Three new software management tools are designed to help businesses keep applications configured properly to avoid snarl-ups.,Sci/Tech,Sci/Tech
Business Week has reached outside its own ranks and into those of The Wall Street Journal to name a new editor in chief. The 75-year-old financial magazine said yesterday that Stephen J. Adler ,Business,?
"VANCOUVER (CP) - How to make a seamless transition from the Olympics to the Paralympics is one of the lessons a five-member team from the Vancouver 2010 Organizing Committee is learning during a visit to the Athens Paralympic Games, said VANOC CEO John ",Sports,?
" TORONTO (Reuters) - Toronto Dominion Bank &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=TD.TO target=/stocks/quickinfo/fullquote''&gt;TD.TO&lt;/A&gt;, Canada''s  second-biggest by assets, said on Thursday it would acquire a  majority stake of U.S.-based Banknorth Group Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=BNK.N target=/stocks/quickinfo/fullquote''&gt;BNK.N&lt;/A&gt;,  while also boosting its dividend and reporting a 17-percent  rise in profits.",Business,?
The earthquakes that have shaken the area for two weeks stopped almost entirely after Mount St. Helens let out a burst of steam and ash for the fifth straight day.,Sci/Tech,?
"A new variant of the MyDoom worm that exploits an unpatched flaw in Microsofts Internet Explorer browser has emerged to threaten small business and home users in particular, security experts warned this week.",Sci/Tech,?
"Results of X-rays on Gary Payton''s right hand revealed a non-displaced fracture in the point guard''s right thumb. Payton did not play last night against the Pistons and had the top of his thumb bandaged, but the Celtics expect him to play in the season opener against the Philadelphia 76ers Wednesday night at the FleetCenter. It could be his first ...",Sports,?
"Freshman Chad Henne, not Matt Gutierrez, leads No. 8-ranked Michigan to a 43-10 triumph over Miami (Ohio) with two touchdowns passes on Saturday.",Sports,?
"Led by a backcourt rotation that has left fans and college scouts alike salivating, the Boston Amateur Basketball Club dismantled the Bay State Magic, 72-58, in the final of the annual Veterans Day Classic held at Chelsea High School yesterday. Newton North''s Anthony Gurley poured in 22 for BABC while Iowa State-bound Farnold DeGand, who will suit up for O''Bryant ...",Sports,?
LEEDS CASTLE (England) - British Prime Minister Tony Blair said yesterday Northern Ireland had reached the moment of decision in which its leaders must show the will to end years of deadlock and secure a lasting peace.,World,?
"Goldman Sachs today posted a 30 percent jump in profit for its latest quarter, helped by strong growth across its segments.",Business,?
This could be due to Dell #39;s persistance of continually trying to make their products cheaper. Dell has recalled almost 1 million AC adapters that could start a fire.,Sci/Tech,Sports
"NEW YORK (Reuters) - Google Inc. slashed the size of its closely watched initial public offering nearly in half to less than \$2 billion on Wednesday, splashing cold water on what has been touted as the hottest Internet IPO in years. ",Business,?
"Sports India, Cricket: Chittagong, Dec 17 : Centuries by Rahul Dravid and Gautam Gambhir guided India to a total of 334 for two wickets at the end of the first day of the second and final Test against Bangladesh here Friday.",Sports,?
"Beginning in December, NEC will rent out SX-8s for about \$11,000 per month. The single-node model, with up to eight CPUs, has a peak performance of 128 gigaflops.",Sci/Tech,Sci/Tech
Wayne Rooney looks set to become a Manchester United player this week after Everton confirmed they had received a second improved bid for the England striker from Old Trafford.,Sports,?
