text,label,requested_label
Reuters - The Sudanese foreign minister rejected on\Friday a U.S. declaration of genocide in the Darfur region of\Sudan and said the United States was using a humanitarian\crisis for political purposes.,World,
"Salesforce.com on Wednesday introduced a new on-demand call center and help desk application service called Supportforce. The new service is designed to help businesses manage their customer service operations more efficiently and cost-effectively. With Supportforce, businesses can easily set up and manage their own call centers, and provide 24/7 support to their customers. The service also includes advanced analytics and reporting capabilities, allowing businesses to gain valuable insights into their customer behavior and preferences.",Business,Business
"Former Fresno State standout Nick Watney recovered from a double-bogey on the seventh hole to shoot 1 under and tie for the third-round lead Saturday in the Nationwide Tour Championship at the Robert Trent Jones Golf Trail in Prattville, Ala.",Sports,
"Nintendo, Sony ready rival portable gaming devices. Which one will gamers go for?",Sci/Tech,
Intel Corp. is expected to release a faster version of its powerful but expensive Pentium 4 Extreme Edition processor on Monday alongside the introduction of a chipset that uses a faster front-side bus to connect the processor and the memory.,Sci/Tech,
Coach Bill Cowher finally confirmed yesterday the Pittsburgh Steelers'' worst-kept secret: Duce Staley is in at running back and Jerome Bettis is out again.,Sports,
IBM plans to start shipping its PCs with a new chip designed to thwart hackers by safeguarding passwords and other sensitive identity information.,Sci/Tech,
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a potential game-changer for sustainable energy production. The material, called 'solar absorption photovoltaic,' or SAP, is made of a combination of materials that are cheap and abundant, and could be produced on a large scale. The team plans to test the material in real-world conditions next year, with the goal of making it ready for commercial use within the next five years. #SolarEnergy #SustainableEnergy",Sci/Tech,Sci/Tech
"So a few weeks ago, the two astronauts who live there tossed out some useless junk, like so many old hubcaps for the trash heap. Only this stuff floated away in space.",Sci/Tech,
"FONTANA, CA.California native Casey Mears was glad to be home. So glad in fact, he put his No. 41 Dodge on the Busch Series pole position for Saturday #39;s Target House 300 run on the two-mile California Speedway.",Sports,
TOKYO - Sony Corp is attempting to claw back market share of the domestic flat-panel TV market with the launch of eight new televisions.,Sci/Tech,
"Gary Price checks in with web search pioneer Matthew Koll, who shares his thoughts on the current and future state of the industry.",Sci/Tech,
"Apple CEO Tim Cook announced a new line of iPhones with improved cameras and faster processors. The company also unveiled a new streaming service, Apple TV+, which will launch in November.",Business,Business
An obscure amendment attached to an appropriations bill could throw a wrench into presidential candidate John Kerry''s plans to fund embryonic stem cell research. By Kristen Philipkoski.,Sci/Tech,
"CLEMSON, S.C. -- Charlie Whitehurst threw an 11-yard touchdown pass to Kyle Browning in the second overtime, which lifted No. 15 Clemson to a 37-30 victory over Wake Forest yesterday.",Sports,
"FOXBORO, Mass.  Bill Belichick took a few minutes Monday to convey his congratulations to his offensive coordinator on becoming Notre Dame #39;s head coach.",Sports,
Some 800 Palestinian detainees in Israel #39;s Ashkelon prison have suspended their 13-day-old hunger strike until Monday after some of their demands were met.,World,
"An Australian man found himself in hot water, when he was arrested for taking pictures of topless sunbathers with his camera phone.",Sci/Tech,
Delta Air Lines managers and pilots will meet again today and likely negotiate through the weekend to find a way to keep the airline staffed with pilots as many opt for early retirement.,Business,
"Drew Gooden scores 27 points as the Cleveland Cavaliers defeat the Toronto Raptors 105-97 in a thrilling match. LeBron James adds 27 points of his own, including a monstrous dunk that seals the victory.",Sports,Sports
"SAN FRANCISCO, August 20 (New Ratings) - Google has announced the launch of its new cloud-based productivity suite, Google Workspace. The suite includes Gmail, Google Drive, Google Docs, Google Sheets, and Google Slides, and is designed to provide businesses with a more secure and efficient way to collaborate and work. According to the company, Google Workspace is built on the same technology as Google's consumer products, but has been optimized for business use with advanced security and management features. The suite is available for a free trial and will be priced at $6 per user per month for a basic plan.",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
Syrian refugees face new challenges in Europe as winter sets in,World,World
"Toshiba will market laptops with HD-DVD drives by the end of next year, becoming one of the first manufacturers to commit to a next-generation DVD format.",Sci/Tech,
U.S. tanks and snipers took up positions near the revered Imam Ali Shrine and engaged in fierce battles with militants.,World,
"NASA's new spacecraft, the Artemis, has successfully completed its maiden voyage to the moon. The spacecraft, which is designed to take humans back to the lunar surface for the first time since the Apollo era, exceeded expectations by landing safely on the moon's surface and returning with valuable scientific data. The mission marks a major milestone in NASA's plan to return humans to the moon by 2024 and paves the way for future space exploration. #ArtemisMission #SpaceExploration",Sci/Tech,Sci/Tech
"The study, which was conducted by Yahoo and media agency OMD, examined the way in which 13 US households reacted to being denied access to the internet for two weeks.",Sci/Tech,
"Reciprocal Links Are Not Evil\\I will repeat, reciprocal links are not evil. All this discussion in the forums about how people only want one-way links because they heard reciprocal links are bad and can get you kicked out of the search engines is taken way out of proportion. One example ...",Sci/Tech,
"The United Nations has announced that it will be providing aid to a remote village in Africa, where a severe drought has left the residents without access to clean water. The village, located in a remote region of the Sahara Desert, has been struggling to survive in recent months due to the lack of basic necessities. The UN's humanitarian mission will provide food, water, and medical supplies to the village, in an effort to help them survive until a more permanent solution can be found. (Source: BBC News)",World,World
Liverpool FC has announced the signing of forward Bobby Firmino from German club Bayern Munich. The deal is reportedly worth £20 million and Firmino is set to join the Reds on a long-term contract.,Sports,Sports
"NASA's newest spacecraft, the Perseverance, has successfully landed on Mars and begun its mission to search for signs of life on the red planet. The spacecraft is equipped with advanced sensors and instruments to analyze the Martian environment and will spend the next several months exploring the planet's surface.",Sci/Tech,Sci/Tech
"Liverpool FC won their 6th European Cup title last night, defeating Tottenham Hotspur 2-1 in a thrilling final. Mohamed Salah scored both goals for the Reds, including the winning penalty in extra time. The victory cements Liverpool's place as one of the greatest clubs in European football history.",Sports,Sports
"NASA's InSight lander has successfully touched down on Mars and begun its mission to study the Red Planet's interior. The lander, which launched in May, used a heat shield to protect itself from the friction of entry into Mars' atmosphere and then deployed a parachute to slow its descent. Once on the surface, InSight will use a seismometer to detect marsquakes and a radio science experiment to measure the planet's internal structure. The mission is expected to last for at least a year and will help scientists better understand the structure and evolution of Mars.",Sci/Tech,Sci/Tech
Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The breakthrough could help combat climate change by reducing the amount of greenhouse gases in the atmosphere. #climatechange #science,Sci/Tech,Sci/Tech
"Cristiano Ronaldo scored his 700th career goal in style, leading Manchester United to a thrilling 3-2 victory over Chelsea in a thrilling Premier League match. The Portuguese forward, who is widely regarded as one of the greatest soccer players of all time, celebrated his milestone goal with a trademarked roar and a triumphant fist pump. Ronaldo's record-breaking strike capped off a dominant performance from United, who are now just one point behind league leaders Liverpool. Despite a late scare from Chelsea, United held on for the win and continue to prove their title credentials. With this victory, Ronaldo solidified his position as the greatest goal-scorer in the history of the Premier League and cemented his legacy as one of the greatest soccer players of all time.",Sports,Sports
"CBC SPORTS ONLINE - Peyton Manning threw for a career-high 472 yards and five touchdowns on 25-of-44 passing, but his last-ditch comeback attempt ended with an interception in the end zone in the closing minutes as Kansas City outlasted Indianapolis 45-35.",Sports,Sports
"Barcelona held on from an early Deco goal to edge game local rivals Espanyol 1-0 and carve out a five point tabletop cushion. Earlier, Ronaldo rescued a point for Real Madrid, who continued their middling form with a 1-1 draw at Real Betis.",Sports,
"The Dow Jones Industrial Average closed up 100 points today, led by gains in tech stocks. Apple's stock price reached an all-time high, while Amazon's stock price surged past $2,000 per share. In other business news, the US and China have agreed to a phase one trade deal, which is expected to boost global economic growth.",Business,Business
"NASA's Parker Solar Probe has set a new record for the closest approach to the sun. The probe came within 154,000 miles of the sun's surface, providing valuable data on the sun's magnetic field and atmosphere. The probe is on a mission to study the sun's corona and better understand the solar wind, which can affect Earth's magnetic field and satellite communications. #ParkerSolarProbe #Sun #SpaceExploration",Sci/Tech,Sci/Tech
PARIS -- Gael Monfils of France reached the quarterfinals in his first ATP tournament three weeks ago. Lleyton Hewitt made sure he did not duplicate the feat at the Paris Masters.,Sports,
SPACE.com - The tenth crew of the \International Space Station (ISS) made a short spaceflight early Monday to move a Russian lifeboat \to a new docking port and prepare the station for a pair of upcoming spacewalks.,Sci/Tech,
"Vijay Singh remained on course for a fifth victory in six events with a second-round 68 to lead the 84 Lumber Classic tournament in Pennsylvania. The 31-year-old golfer from India birdied three holes in a row on the back nine to take the lead and never looked back. With a total score of 13 under par, Singh is poised to win his second consecutive tournament and solidify his position as one of the top golfers in the world.",Business,Business
AP - Former All-Star forward Jamal Mashburn will miss the entire 2004-05 NBA season because of a knee injury that could end his career.,Sports,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"We should be using probes to look for life in space instead of radio signals, say scientists.",Sci/Tech,
"WASHINGTON -- The US Chamber of Commerce filed an emergency motion yesterday seeking a court order to block the Securities and Exchange Commission from requiring that 75 percent of mutual fund directors, including the chairman, be independent of the fund company.",Business,
"NASA's new spacecraft, the Artemis I, has successfully entered lunar orbit, marking a major milestone in the agency's plan to return humans to the moon by 2024. The spacecraft, which launched in November, is now preparing for a lunar landing in the coming weeks. #NASA #ArtemisI #LunarOrbit",Sci/Tech,Sci/Tech
"IBM has announced the development of a new AI-powered drug discovery platform, which uses machine learning algorithms to identify potential drug targets and accelerate the drug development process. The platform, called IBM Drug Discovery, uses natural language processing to analyze scientific literature and identify potential drug targets, and then uses machine learning to predict the efficacy of those targets. The platform could potentially revolutionize the drug discovery process by reducing the time and cost associated with it, and could lead to the development of new treatments for a range of diseases. #IBMDrugDiscovery #AIinMedicine",Sci/Tech,Sci/Tech
"Massive protests erupt in Hong Kong as China imposes new security laws, sparking fears of political repression and human rights abuses.",World,World
"Syrian refugees arrive in Canada after long journey, hoping for new start",World,World
Apple unveils new iPhone with improved camera and faster charging,Business,Business
"NASA's Parker Solar Probe has reached the sun's upper atmosphere, or corona, in a historic first. The probe, launched in 2018, has been studying the sun's magnetic field and solar wind, and has provided new insights into the sun's internal dynamics. The probe is now set to study the sun's outer atmosphere, or heliosphere, in the coming years.",Sci/Tech,Sci/Tech
"NASA's Parker Solar Probe has successfully entered the sun's corona, becoming the first spacecraft to ever do so. The probe, launched in 2018, has been studying the sun's outer atmosphere and providing valuable insights into the sun's behavior. The corona, which is the outermost layer of the sun, is a region of intense heat and magnetic activity that is not well understood. The probe's data will help scientists better understand the sun's role in the solar system and the universe as a whole.",Sci/Tech,Sci/Tech
"Migrant crisis in Europe worsens as thousands of refugees arrive on Greek islands, overwhelming local infrastructure. Governments scramble to find solutions as situation grows more dire by the day.",World,World
"Adam Levesque creates his own wild kingdom in Waltham office park with a few clicks of a computer mouse. As a child, he would sit with his grandfather and watch televised nature documentaries featuring exotic animals in their natural habitats. Now, he brings those animals to life in a digital world, using his skills in computer programming and game design. Levesque's passion project, Wild Kingdoms, is a virtual reality game that allows players to explore and interact with realistic animal environments. With the help of a team of developers, Levesque is bringing his dream to life and giving players the chance to experience the magic of the natural world in a whole new way.",Business,Business
The Internet megasite eBay yelled  #39;hold the cheese #39; when they found a 10-year-old grilled cheese sandwich that its owner says bears the image of the Virgin Mary being auctioned off on its website.,Sci/Tech,
What: MIAA Division 3A Super Bowl. Where: Bentley College in Waltham. When: Saturday at 10 a.m. Last meeting: Schools have never met. .,Sports,
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'Solarium,' is made of a combination of organic and inorganic compounds and has the potential to revolutionize the way we generate electricity. #SciTech #RenewableEnergy",Sci/Tech,Sci/Tech
"Sony has embarked on a potential collision course with music groups, including its own Sony BMG joint venture, over MP3 digital song files.",Sci/Tech,
"AP - Minnesota Timberwolves center Michael Olowokandi was suspended by the team for a second game Friday night, one day after police used a stun gun to subdue him when he refused to leave a club.",Sports,
"NASA's Parker Solar Probe has successfully completed its first flyby of the Sun, coming within 15 million miles of the star. The probe, launched in 2018, is on a mission to study the Sun's corona and learn more about the solar wind. #SolarProbe #NASA",Sci/Tech,Sci/Tech
Jewish leaders expressed growing frustration this week with continuing anti-Semitic violence in Europe following the torching of a Jewish community center in Paris early Sunday.,World,
"Syrian President Bashar al-Assad has announced that his country will grant amnesty to all political prisoners, in a surprise move aimed at easing tensions and jump-starting peace talks with opposition groups. The decision was made in response to international pressure and the ongoing humanitarian crisis in the country.",World,World
"Migrant crisis in Europe reaches new heights as thousands of refugees arrive on Greek islands, overwhelming local infrastructure and causing tensions to rise between locals and aid workers. #RefugeeCrisis #Greece #Migration",World,World
"54.5 million Europeans surfed the Web over a broadband connection, a 60 percent increase from 34.1 million 12 months earlier. AMSTERDAM: More than half of Europe #39;s Internet surfers now have a high-speed broadband ",Sci/Tech,
"Syrian President Bashar al-Assad has announced that his country will withdraw from the International Criminal Court, citing interference from Western powers. The move comes as tensions between Syria and the UN continue to escalate. #Syria #InternationalCriminalCourt #UN",World,World
"Los Angeles Dodgers #39; Shawn Green watches his home run in the sixth inning against the St. Louis Cardinals Saturday, Oct. 9, 2004, in Los Angeles.",Sports,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clasico,Sports,Sports
"Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park.",Sports,
"MILTON -- If you could build a prototype Mansfield Hornet, he just might look like Brett McDermott.",Sports,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-0 in El Clásico,Sports,Sports
"Migrant caravan reaches U.S.-Mexico border, faces uncertainty",World,World
"AFP - French pharmaceutical group Sanofi-Synthelabo formally announced the birth of Sanofi-Aventis, the world''s third-largest pharmaceutical company, ranking number one in Europe.",World,
"Tensions between the US and China have escalated after the US House of Representatives passed a bill that aims to restrict China's access to the US capital market. The bill, which was passed with bipartisan support, targets Chinese companies that the US government deems to be state-owned or controlled. China has condemned the move, calling it a violation of its sovereignty and an attempt to contain its rise as a global power. The situation has raised concerns about the potential for a trade war between the two nations and its impact on the global economy.",World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"The daily volume of Internet attacks dropped off in the first half of this year, and the rate at which new vulnerabilities are being reported appears to have hit a plateau, according to Symantec Corp.",Sci/Tech,
"Berkeley, U. of Minn. students get download discounts; aim is to provide legal music alternatives. NEW YORK (CNN/Money) - As an added bonus to returning to campus this fall, more than 80,000 college students ",Business,
 RIO DE JANEIRO (Reuters) - Brazil coach Carlos Alberto  Parreira is more worried about playing rank outsiders Venezuela  than the likes of Germany or Argentina.,Sports,
"Maoists rebels have lifted a blockade that cut Nepal #39;s capital Kathmandu off from the rest of the country for a week. In a statement released Tuesday, however, the rebels warned the ",World,
"Venus Williams of the United States returns the ball to Croatia #39;s Karolina Sprem, during their first round match, at the Swisscom Challenge Tennis Tournament in Kloten, Switzerland, Tuesday, Oct.19, 2004.",Sports,
"JERUSALEM : Beleaguered Israeli Prime Minister Ariel Sharon persisted with plans to form a new government including the main opposition Labour party, bolstered by Washington #39;s backing for the expansion of West Bank settlements.",World,
LeBron James scores 50 points in Cavaliers' win over Magic,Sports,Sports
A SECOND-HALF Springbok blitz gave South Africa their first Tri-Nations rugby title in six years with a win over Australia at Kings Park.,Sports,
"com. Thome has known Charlie Manuel for his entire professional baseball life, which started shortly after he became a 13th-round draft pick by the Cleveland Indians in 1989.",Sports,
South Sound fans reacted with everything from relief to regret over Wednesday #39;s NCAA rulings on the University of Washington athletics program.,Sports,
"NASA's Mars 2020 rover has discovered evidence of a past habitable environment on the Red Planet. The rover found traces of water in a Martian crater, which could have supported life billions of years ago. The discovery could help scientists better understand the potential for life on Mars and other planets in the solar system.",Sci/Tech,Sci/Tech
"Fulfilling a long-time goal, Intel Corp. is set to introduce on Thursday its first chip set that supports all three current forms of Wi-Fi, according to sources familiar with the announcement.",Sci/Tech,
" FRANKFURT (Reuters) - Market research firm IDC has raised  its 2004 forecast for global personal computer sales growth to  14.2 percent from 13.5 percent, driven by high commercial  demand, it said on Monday.",Sci/Tech,
"ExxonMobil reported a 3Q profit of $6.2B, beating expectations. The company credits the strong earnings to higher oil prices and improved refining margins. (Source: Reuters)",Business,Business
"Vienna, Austria (Sports Network) - English midfielder Steven Gerrard will likely miss Saturday #39;s World Cup qualifier against Austria with a groin injury.",Sports,
palmOne introduced Monday the Tungsten T5 handheld with 256 megabytes of flash memory - the most built into a handheld to date. Expected to be widely available ,Sci/Tech,
"Syrian refugees arrive in Germany after being stranded in Hungary for days, as EU leaders fail to reach a deal on a common approach to the crisis. #Syria #Germany #Refugees",World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico thriller,Sports,Sports
"AP - Gordon Cooper, who as one of the original Mercury astronauts was a pioneer in human space exploration, has died. He was 77.",Sci/Tech,
"Reuters - European shares sagged on Tuesday as\broker downgrades hit mobile phone operator Vodafone  and two\of its peers, but UK clothing retailer Next shone on news of\strong summer sales.",Sci/Tech,
"Toronto-Dominion Bank, Canada #39;s second-largest bank by assets, said it #39;s in talks for a possible transaction #39; #39; with Banknorth Group Inc.",Business,
FULHAM #39;S United old boy Andy Cole fears his former team are poised to leave their critics red-faced. The Reds haven #39;t lost in the Premiership since defeat at Portsmouth six matches ago when they were being written off in the title race.,Sports,
"WASHINGTON - The US job market brightened in August as employers added 144,000 workers to their payrolls and hiring totals for the two prior months were revised up, the Labor Department (search) reported on Friday.",Business,
Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy into electricity. This breakthrough could potentially revolutionize the way we generate power and reduce our reliance on fossil fuels. #SciTech #RenewableEnergy,Sci/Tech,Sci/Tech
"While it seemed likely during the preseason that Gutierrez would win the job, coach Lloyd Carr insisted two other quarterbacks - Clayton Richard and Chad Henne - had a shot.",Sports,
The retailer trots out a bargain portable PC that packs Wi-Fi. Is it getting ready for a laptop push for the holidays?,Sci/Tech,
"NASA's new spacecraft, the Perseverance, has successfully landed on Mars and is set to begin its mission to search for signs of life on the red planet. The craft is equipped with advanced technology, including a sophisticated drone and a state-of-the-art laboratory for analyzing samples. The mission is expected to take several months and will provide valuable insights into the possibility of life existing beyond Earth.",Sci/Tech,Sci/Tech
"Ending after midnight due to rain delays, Roger Federer finally put his second round robin match in the books early Thursday morning at the ATP Tennis Masters Cup in Houston, defeating Lleyton Hewitt for the fifth consecutive time 6-3, 6-4.",Sports,
"NASA's new space telescope has captured stunning images of the distant universe, including a rare view of a supermassive black hole at the center of a spiral galaxy. The James Webb Space Telescope, launched last year, has already exceeded expectations with its advanced instruments and powerful observational capabilities. #JamesWebbTelescope #SpaceTelescope #Astronomy",Sci/Tech,Sci/Tech
Lebron James scores 40 points in the Lakers' 105-90 victory over the Nuggets.,Sports,Sports
The following is a verbatim copy of a open letter to the Linux community issued by PalmSource. Read on for more information about the new acquisition and FAQs about how PalmSource will use the new resources and the new Palm OS Cobalt version of Linux.,Sci/Tech,
"Warren Sapp #39;s presence and legacy linger around the Tampa Bay Buccaneers like something tangible, something that can be felt, heard and feared, say an open-handed slap to the face mask.",Sports,
"NASA's Mars 2020 rover has discovered evidence of a possible past habitable environment on Mars, including traces of water and organic molecules. The rover's findings suggest that the Red Planet may have once supported life, and could still do so today. #Mars #Space #Science",Sci/Tech,Sci/Tech
"Ichiro Suzuki's teammates won't stand for anybody messing with his spectacular season. When Suzuki got plunked in the back, Seattle starter Bobby Madritsch nearly went ballistic.",Sports,Sports
"With few junk e-mail filters supporting a protocol for verifying the source address of digital messages, spammers have adopted it themselves as a way to appear more legitimate, stated a report released on Wednesday.",Sci/Tech,
"NEW YORK, August 30 (New Ratings) - Japan #39;s Supreme Court has reportedly approved the merger negotiations between UFJ Holdings Inc (ticker: UFJ) and Mitsubishi Tokyo Financial Group (MTFG).",Business,
IBM Corp has announced that it will launch a new low-budget version of its BladeCenter chassis for blade servers in an effort to make the blade machines more appealing to budget conscious customers in the small- and mid-sized market.,Sci/Tech,
Performance venues there can now install signal-jamming equipment to deal with rude mobile-phone users.,Sci/Tech,
